text_file,error,A01,A02,A03
./data/processed/exercises/FGC2_S_E07.txt,En 2016 mi familia (tuvo) [adoptó a] una mascota,Substitution,Substitution,Substitution
./data/processed/exercises/FGC2_S_E08.txt,"Un perro, (que está muy cerca de mi corazón) [al que quiero mucho]",Substitution,Substitution,Substitution
./data/processed/exercises/FGC2_S_E09.txt,"Es un pueblo muy pequeño, pero (tienen) [tiene] una escuela secundaria superior de deportes",Number,Number,Number
./data/processed/exercises/FGC2_S_E10.txt,Conocí [a] muchas personas allí,Government,Government,Government
./data/processed/exercises/FGC2_S_E11.txt,"Muchas personas allí, (quienes) [que] son mis buenos amigos",Pronoun,Substitution,Pronoun
./data/processed/exercises/FGC2_S_E12.txt,A los 18 (tuvo) [obtuve] el permiso de conducir,Substitution,Substitution,Substitution
./data/processed/exercises/FGC2_S_E13.txt,En 2021 (completé) [terminé] la escuela,Substitution,Substitution,Substitution
./data/processed/exercises/FGC2_S_E14.txt,Y (terminé jugando) [dejé de jugar] al fútbol,Substitution,Substitution,Substitution
./data/processed/exercises/FGC2_S_E15.txt,(Completé) [hice] el servicio militar,Substitution,Substitution,Substitution
./data/processed/exercises/BEA1_S_E01.txt,(Yo) nací el 11 de septiembre de 2001,Pronoun,Pronoun,Pronoun
./data/processed/exercises/BEA1_S_E02.txt,Nací (en) [el] / (once) [11 de] (Septiembre) / [septiembre de] 2001,Government,Government,Government
./data/processed/exercises/BEA1_S_E03.txt,(Belgicá) [Bélgica] / enfermedad (cronica) [crónica] / (dificil) [difícil] / (tambien) [también],Creation,Creation,Creation
./data/processed/exercises/BEA1_S_E04.txt,Las etapas (muy importante) [más importantes] de mi vida,Substitution,Substitution,Substitution
./data/processed/exercises/BEA1_S_E05.txt,(de) [desde] mi nacimiento (a) [hasta los] 16 años,Government,Government,Government
./data/processed/exercises/BEA1_S_E06.txt,"Desde mi nacimiento hasta los 16 años, (estaba) [fui] una chica muy feliz / (estaba) [fue] un momento muy difícil / (estaba) [fue] la mejor etapa de mi vida",Substitution,Substitution,Substitution
./data/processed/exercises/BEA1_S_E07.txt,"Cuando tenía 16 años, (tenía) [me diagnosticaron] una enfermedad crónica",Substitution,Substitution,Substitution
./data/processed/exercises/BEA1_S_E08.txt,Los años (siguiente) [siguientes] / (mi) [mis] amigos,Number,Number,Number
./data/processed/exercises/BEA1_S_E09.txt,Fui a Reino Unido (por) [para] estudiar,Government,Government,Government
./data/processed/exercises/BEA1_S_E10.txt,(cinqo) [cinco] meses / (quando) [cuando],Creation,Creation,Creation
./data/processed/exercises/BEA1_S_E11.txt,(encanté) [conocí a],Substitution,Substitution,Substitution
./data/processed/exercises/BEA1_S_E12.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta [mucho] ese lugar (mucho)",Order,Order,Order
./data/processed/exercises/BEA1_S_E13.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta mucho (este) [ese] lugar / (Este) [Esto] me hizo muy feliz",Substitution,Substitution,Substitution
./data/processed/exercises/BEA1_S_E14.txt,Esto me (dio) [hizo] / (mucho) [muy] feliz,Substitution,Substitution,Substitution
./data/processed/exercises/BEA1_S_E15.txt,escribí (un systematic review) [una revisión sistemática],Creation,Creation,Creation
./data/processed/exercises/FJE1_S_E01.txt,Yo nací (en) [el] (cinco) [5] de abril de 2005 en Francia,Government,Government,Government
./data/processed/exercises/FJE1_S_E02.txt,No (me recuerde) [recuerdo] mi vida,Pronoun,Pronoun,Pronoun
./data/processed/exercises/FJE1_S_E03.txt,(desde) [de] 2005 a 2010,Government,Government,Government
./data/processed/exercises/FJE1_S_E04.txt,sé que (fue) [fueron] buenos momentos / (fue) [fueron] dos momentos muy (difícil) [difíciles] en mi vida,Number,Number,Number
./data/processed/exercises/FJE1_S_E05.txt,estudié en (este) [esta] ciudad hasta 2020 / (una) [un] día mi abuela,Gender,Gender,Gender
./data/processed/exercises/FJE1_S_E06.txt,(conicí) [conocí],Creation,Creation,Creation
./data/processed/exercises/FJE1_S_E07.txt,Conocí [a] muchas amigas,Government,Government,Government
./data/processed/exercises/FJE1_S_E08.txt,(Hice) [Llevé] una vida muy feliz,Substitution,Substitution,Substitution
./data/processed/exercises/FJE1_S_E09.txt,mi abuela (enfermedó) [enfermó],Creation,Creation,Creation
./data/processed/exercises/FJE1_S_E10.txt,(adoptó) [adopté a] un perro que se llama Sparrow,Government,Government,Government
./data/processed/exercises/FJE1_S_E11.txt,perdí (una otra) [a otra] abuela,Government,Government,Government
./data/processed/exercises/FJE1_S_E12.txt,mi (vade) [vida],Substitution,Substitution,Substitution
./data/processed/exercises/FJE1_S_E13.txt,fue mi profesora de (Frances) [francés],Creation,Creation,Creation
./data/processed/exercises/FJE1_S_E14.txt,(hizé) [cursé] el bachillerato,Creation,Creation,Creation
./data/processed/exercises/FJE1_S_E15.txt,cursé el (BAC) [bachillerato],Creation,Creation,Creation
./data/processed/exercises/GKN1_S_E01.txt,nació en (Thessaloniki) [Tesalónica/Salónica] / (Napoli) [Nápoles] / y empezó a estudiar Química en (Aristotel Universidad de Thessaloniki) [la Universidad Aristóteles de Salónica] / estudió durante un año en (Ioannia Universidad) [en la Universidad de Ioánina],Creation,Creation,Creation
./data/processed/exercises/GKN1_S_E02.txt,nació en Salónica (en) [el] cuatro de (Octubre) [octubre] (en) [de] 2002,Government,Government,Government
./data/processed/exercises/GKN1_S_E03.txt,el (quatro) [cuatro] de octubre / y empezó (Qumíqa) [Química],Creation,Creation,Creation
./data/processed/exercises/GKN1_S_E04.txt,terminó (sus) [su] escuela secundaria / en (sus) [su] ciudad,Number,Number,Number
./data/processed/exercises/GKN1_S_E05.txt,(viajo) [viajó],Substitution,Substitution,Substitution
./data/processed/exercises/GKN1_S_E06.txt,y empezó [a estudiar] Química en la Universidad Aristóteles de Salónica (estudiar) en 2022,Order,Order,Order
./data/processed/exercises/GKN1_S_E07.txt,estudió durante (uno) [un] año en la Universidad de Ioánina,Substitution,Substitution,Substitution
./data/processed/exercises/GKN1_S_E08.txt,(simulatáneamente) [simultáneamente],Creation,Creation,Creation
./data/processed/exercises/GKN1_S_E09.txt,(Inglés) [inglés] / (Aleman) [alemán],Creation,Creation,Creation
./data/processed/exercises/GKN1_S_E10.txt,como (lider) [líder] de grupo / (certificadó) [certificado] / (aleman) [alemán],Creation,Creation,Creation
./data/processed/exercises/GKN1_S_E11.txt,como (líder de grupo) [monitora],Analysis,Substitution,Substitution
./data/processed/exercises/GKN1_S_E12.txt,viajó sola por primera vez (en) [a] Italia,Government,Government,Government
./data/processed/exercises/GKN1_S_E13.txt,En 2016 [obtuvo el] certificado de inglés (C2) de nivel [C2] / [el] certificado de alemán (B2) de nivel [B2],Ellipsis,Ellipsis,Ellipsis
./data/processed/exercises/GKN1_S_E14.txt,(desde) hace 10 meses participó en una competición de baile,Government,Excess word,Government
./data/processed/exercises/GKN1_S_E15.txt,(una baile competición) [una competición de baile] / clases de (oriental) baile [oriental],Order,Order,Order
./data/processed/exercises/CFI1_S_E01.txt,Nací el 28 de agosto [de] 2002 / En noviembre [de] 2007,Government,Government,Government
./data/processed/exercises/CFI1_S_E02.txt,muchos de mis [primeros] años (primeros),Order,Order,Order
./data/processed/exercises/CFI1_S_E03.txt,muchos de mis (primeras) [primeros] años,Gender,Gender,Gender
./data/processed/exercises/CFI1_S_E04.txt,[nos] mudamos a la calle Albertus / [me] cambié a una nueva escuela,Pronoun,Pronoun,Pronoun
./data/processed/exercises/CFI1_S_E05.txt,(después de) dos años [después de] que mi hermano naciera,Order,Order,Order
./data/processed/exercises/CFI1_S_E06.txt,(aquí) [ahí] empecé,Substitution,Substitution,Substitution
./data/processed/exercises/CFI1_S_E07.txt,empecé (a) [en] una nueva escuela / escogí (a) mudarme / estudié (a) [en] JRR por 4 años,Government,Government,Government
./data/processed/exercises/CFI1_S_E08.txt,"(Pues, ) [Así pues, ] nos mudamos",Substitution,Substitution,Substitution
./data/processed/exercises/CFI1_S_E09.txt,[séptimo] grado (7),Substitution,Substitution,Substitution
./data/processed/exercises/CFI1_S_E10.txt,una escuela solo (por) [para] chicas,Government,Government,Government
./data/processed/exercises/CFI1_S_E11.txt,conocí [a] dos de mis mejores amigas / adoptamos [a] Luna,Government,Government,Government
./data/processed/exercises/CFI1_S_E12.txt,"Luna, (un perro) [una perra]",Gender,Gender,Gender
./data/processed/exercises/CFI1_S_E13.txt,mis cursos (estaban) [eran] todos en línea,Substitution,Substitution,Substitution
./data/processed/exercises/CFI1_S_E14.txt,(emperezas) [empresas],Creation,Substitution,Substitution
./data/processed/exercises/CFI1_S_E15.txt,(respectadas) [respetadas],Substitution,Substitution,Substitution
./data/processed/exercises/PBJ1_S_E01.txt,soy (Holandesa) [holandesa],Substitution,Substitution,Substitution
./data/processed/exercises/PBJ1_S_E02.txt,mi familia es de (Surinama) [Surinam] / (Rotterdam) [Róterdam] / (Capelle a/d Ijssel) [Capelle aan den IJssel],Creation,Creation,Creation
./data/processed/exercises/PBJ1_S_E03.txt,Nosotros [nos] mudamos,Pronoun,Pronoun,Pronoun
./data/processed/exercises/PBJ1_S_E04.txt,pero (mudamos atrás) [volvimos],Creation,Creation,Creation
./data/processed/exercises/PBJ1_S_E05.txt,(fue mi) [fueron mis] vacaciones (favorita) [favoritas],Number,Number,Number
./data/processed/exercises/PBJ1_S_E06.txt,Hace tres meses (pasado) mi bisabuela murió,Excess word,Excess word,Excess word
./data/processed/exercises/PBJ1_S_E07.txt,hace tres meses (la madre de mi abuela) [mi bisabuela] murió,Analysis,Analysis,Analysis
./data/processed/exercises/PBJ1_S_E08.txt,en el primer año de [la] escuela secundaria / en [la] escuela secundaria,Determination,Determination,Ellipsis
./data/processed/exercises/PBJ1_S_E09.txt,también (hubí) [conocí],Creation,Creation,Creation
./data/processed/exercises/PBJ1_S_E10.txt,(mi) [mis] cinco amigas,Number,Number,Number
./data/processed/exercises/PBJ1_S_E11.txt,mis (5) [cinco] amigas,Substitution,Substitution,Substitution
./data/processed/exercises/PBJ1_S_E12.txt,En 2020 mi padre (adoptivo) [adoptó],Substitution,Substitution,Substitution
./data/processed/exercises/PBJ1_S_E13.txt,conocí [a] mis cinco amigas / mi padre adoptó [a] mi perro,Government,Government,Government
./data/processed/exercises/PBJ1_S_E14.txt,es (un mix) [un cruce],Creation,Creation,Creation
./data/processed/exercises/PBJ1_S_E15.txt,de shih tzu y (malteser) [bichón maltés],Creation,Creation,Creation
./data/processed/exercises/TCW1_S_E01.txt,tengo (uno) [un] hermano muy guapo,Substitution,Substitution,Substitution
./data/processed/exercises/TCW1_S_E02.txt,(guabo) [guapo],Substitution,Substitution,Substitution
./data/processed/exercises/TCW1_S_E03.txt,me encanta hacer mucho (deportes) [deporte] / recibí (mucho) [muchos] deberes,Number,Number,Number
./data/processed/exercises/TCW1_S_E04.txt,desde [que] era pequeño,Ellipsis,Ellipsis,Ellipsis
./data/processed/exercises/TCW1_S_E05.txt,(mi familia y yo) [a mi familia y a mí] nos gusta viajar,Government,Government,Government
./data/processed/exercises/TCW1_S_E06.txt,espero volverme (la) [una] persona,Determination,Determination,Determination
./data/processed/exercises/TCW1_S_E07.txt,aunque (recibí) [me pusieron] muchos deberes,Substitution,Substitution,Substitution
./data/processed/exercises/TCW1_S_E08.txt,"fui a viajar (en) [a] Japón en 2018 / viajé (en) [a] Nepal / viajé (en) [a] Francia, Alemania, Holanda y españa / entré [en] la escuela secundaria",Government,Government,Government
./data/processed/exercises/TCW1_S_E09.txt,empecé la vida (escolar) [académica] en mi universidad,Substitution,Substitution,Substitution
./data/processed/exercises/TCW1_S_E10.txt,(de) [desde] 2021 (al) [hasta] ahora,Government,Government,Government
./data/processed/exercises/TCW1_S_E11.txt,"viajé a Francia, Alemania, (Holandesa) [Holanda] y España",Substitution,Substitution,Substitution
./data/processed/exercises/TCW1_S_E12.txt,en agosto [de] este año,Government,Ellipsis,Government
./data/processed/exercises/TCW1_S_E13.txt,(special) [especiales],Creation,Creation,Creation
./data/processed/exercises/TCW1_S_E14.txt,(exquistezes) [exquisiteces],Creation,Creation,Creation
./data/processed/exercises/TCW1_S_E15.txt,espero volverme (una gente útil) [una persona útil],Substitution,Substitution,Substitution
./data/processed/exercises/PNA1_S_E01.txt,Nací en enero (en) [de] 2004,Government,Government,Government
./data/processed/exercises/PNA1_S_E02.txt,(tuvé) [tuve] / (hicé) [hice],Creation,Creation,Creation
./data/processed/exercises/PNA1_S_E03.txt,"Cuando tenía cinco años, (yo) fui a la escuela",Pronoun,Pronoun,Pronoun
./data/processed/exercises/PNA1_S_E04.txt,(y) [e] hice,Substitution,Substitution,Substitution
./data/processed/exercises/PNA1_S_E05.txt,(descubré) [descubrí],Creation,Creation,Creation
./data/processed/exercises/PNA1_S_E06.txt,cuando (soy) [tenía] ocho años,Substitution,Substitution,Substitution
./data/processed/exercises/PNA1_S_E07.txt,descubrí [que] Papá Noel no existe,Ellipsis,Ellipsis,Ellipsis
./data/processed/exercises/PNA1_S_E08.txt,descubrí que (el) Papá Noel no existe,Determination,Determination,Determination
./data/processed/exercises/PNA1_S_E09.txt,(este) [esto] fue horrible,Pronoun,Pronoun,Pronoun
./data/processed/exercises/PNA1_S_E10.txt,esto (estuvo) [fue] horrible,Substitution,Substitution,Substitution
./data/processed/exercises/PNA1_S_E11.txt,esto fue (muy) horrible,Excess word,Excess word,Excess word
./data/processed/exercises/PNA1_S_E12.txt,cuando terminé (a) la escuela,Government,Government,Government
./data/processed/exercises/PNA1_S_E13.txt,Allí (visté) [visité] a mi tía,Creation,Creation,Creation
./data/processed/exercises/PNA1_S_E14.txt,ahora soy estudiante [de] intercambio,Government,Ellipsis,Government
./data/processed/exercises/PNA1_S_E15.txt,soy estudiante de intercambio (a) [en] la Universidad de Navarra,Government,Government,Government
./data/processed/exercises/AKA1_S_E01.txt,nací (en) el (primero) [1] de (Julio) [julio] / (en) [de] (dos mil dos) [2002] / desde verano [de] (dos mil veintidós) [2022],Government,Government,Government
./data/processed/exercises/AKA1_S_E02.txt,en (una) [un] hospital / la escuela (secundario) [secundaria],Gender,Gender,Gender
./data/processed/exercises/AKA1_S_E03.txt,un hospital (en) [de] la ciudad Bielefeld / la escuela secundaria (en) [de] mi pueblo,Government,Government,Government
./data/processed/exercises/AKA1_S_E04.txt,(cuidad) [ciudad] / (juegé) [jugué] / (vaccaciones) [vacaciones] / (graduation) [graduación] / (una banka) [un banco],Creation,Creation,Creation
./data/processed/exercises/AKA1_S_E05.txt,(mis) [mi] tercer cumpleaños,Number,Number,Number
./data/processed/exercises/AKA1_S_E06.txt,mi (tercero) [tercer] cumpleaños,Substitution,Substitution,Substitution
./data/processed/exercises/AKA1_S_E07.txt,(desde) hasta [los] dieciséis años,Government,Government,Government
./data/processed/exercises/AKA1_S_E08.txt,(fuí) [fui] / (dieciseis) [dieciséis] / (obtuvé) [obtuve] / (dos mil veintedos) [dos mil veintidós],Creation,Creation,Creation
./data/processed/exercises/AKA1_S_E09.txt,hice [a] mi amiga favorita,Government,Government,Government
./data/processed/exercises/AKA1_S_E10.txt,desde hace siete años (hice) [tengo] un perro,Substitution,Substitution,Substitution
./data/processed/exercises/AKA1_S_E11.txt,pero él vive con mi familia (en) [por] el momento,Government,Government,Government
./data/processed/exercises/AKA1_S_E12.txt,fui (en) [a] Nueva York,Government,Government,Government
./data/processed/exercises/AKA1_S_E13.txt,mi [decimoctavo] cumpleaños (de dieciocho),Substitution,Substitution,Substitution
./data/processed/exercises/AKA1_S_E14.txt,fui a (New) [Nueva] York,Creation,Creation,Creation
./data/processed/exercises/AKA1_S_E15.txt,(fue voluntario) [fui voluntaria],Gender,Substitution,Gender
./data/processed/exercises/AHJ1_S_E01.txt,(hasta tuve 3 años) [hasta que cumplí los 3 años] / (hasta tuve 22 años) [hasta que cumplí los 22 años],Substitution,Substitution,Substitution
./data/processed/exercises/AHJ1_S_E02.txt,después nos mudamos (en) [a] una casa grande,Government,Government,Government
./data/processed/exercises/AHJ1_S_E03.txt,(deste) [desde] / (jugé) [jugué] / (voleybol) [voleibol] / (quatro) [cuatro],Creation,Creation,Creation
./data/processed/exercises/AHJ1_S_E04.txt,(empezé) [empecé],Creation,Creation,Creation
./data/processed/exercises/AHJ1_S_E05.txt,(y) [e] hice,Substitution,Substitution,Substitution
./data/processed/exercises/AHJ1_S_E06.txt,(obtuve) [hice] una amiga,Substitution,Substitution,Substitution
./data/processed/exercises/AHJ1_S_E07.txt,para [toda la] vida,Ellipsis,Ellipsis,Ellipsis
./data/processed/exercises/AHJ1_S_E08.txt,(ella) [su] nombre es Damaris,Substitution,Substitution,Pronoun
./data/processed/exercises/AHJ1_S_E09.txt,empecé [a] estudiar,Government,Government,Government
./data/processed/exercises/AHJ1_S_E10.txt,jugué desde (hace) [los] quince años,Government,Government,Substitution
./data/processed/exercises/AHJ1_S_E11.txt,"fui (un) [una] ""au pair"" / como (empleado) [empleada] industrial",Gender,Gender,Gender
./data/processed/exercises/AHJ1_S_E12.txt,desde julio [de] 2022 hasta agosto [de] 2023,Government,Government,Government
./data/processed/exercises/AHJ1_S_E13.txt,(para) [por] un año / (para) [por] cuatro meses,Government,Government,Government
./data/processed/exercises/AHJ1_S_E14.txt,empecé (una práctica) [unas prácticas],Number,Number,Number
./data/processed/exercises/AHJ1_S_E15.txt,empecé a estudiar (Business Administration) [Administración de Empresas],Creation,Creation,Creation
./data/processed/exercises/GMO1_S_E01.txt,(biografia) [biografía] / (electronicos) [electrónicos] / (futbol) [fútbol] / (fué) [fue] / (proximos) [próximos] / (tia) [tía] / (dificil) [difícil],Creation,Creation,Creation
./data/processed/exercises/GMO1_S_E02.txt,en (la central) [el centro] de la ciudad de Atenas,Substitution,Substitution,Substitution
./data/processed/exercises/GMO1_S_E03.txt,puedo recordar (muchas) [mucho] sobre mí mismo,Pronoun,Pronoun,Pronoun
./data/processed/exercises/GMO1_S_E04.txt,sobre (mi) [mí] mismo / porque (el) (él) iba,Substitution,Substitution,Substitution
./data/processed/exercises/GMO1_S_E05.txt,por (exemplo) [ejemplo],Creation,Creation,Creation
./data/processed/exercises/GMO1_S_E06.txt,"dos gatos, una naranja y (un) [el otro] negro",Determination,Determination,Determination
./data/processed/exercises/GMO1_S_E07.txt,la escuela (primera) [primaria],Substitution,Substitution,Substitution
./data/processed/exercises/GMO1_S_E08.txt,y mi [mejor] amigo (mejor) / la [mejor] persona (mejor),Order,Order,Order
./data/processed/exercises/GMO1_S_E09.txt,no puedo recordar (a) muchas cosas,Government,Government,Government
./data/processed/exercises/GMO1_S_E10.txt,los años (próximos) [siguientes] fueron,Substitution,Substitution,Substitution
./data/processed/exercises/GMO1_S_E11.txt,él iba (en) [a] una escuela diferente / estoy en Pamplona en España (para) [por] 4 meses,Government,Government,Government
./data/processed/exercises/GMO1_S_E12.txt,(tuve el mejor tiempo del mundo) [pasé el mejor momento de mi vida],Substitution,Substitution,Substitution
./data/processed/exercises/GMO1_S_E13.txt,"en (este) [ese] momento, era la mejor persona",Substitution,Substitution,Substitution
./data/processed/exercises/GMO1_S_E14.txt,desde (a) los 18,Government,Government,Government
./data/processed/exercises/GMO1_S_E15.txt,por un (program) [programa de] intercambio,Creation,Creation,Creation
./data/processed/exercises/CGT1_S_E01.txt,no recuerdo muchas cosas de (edad 1-6) [mis primeros seis años de vida],Synthesis,Substitution,Synthesis
./data/processed/exercises/CGT1_S_E02.txt,recuerdo un (familia) viaje [familiar] a Taiwán,Order,Order,Substitution
./data/processed/exercises/CGT1_S_E03.txt,(Taiwan) [Taiwán],Creation,Creation,Creation
./data/processed/exercises/CGT1_S_E04.txt,conocí [a] la gente local / conocí [a] mi primera mejor amiga,Government,Government,Government
./data/processed/exercises/CGT1_S_E05.txt,"(después de) 3 años [después], hice otro viaje",Order,Substitution,Order
./data/processed/exercises/CGT1_S_E06.txt,"3 años después, (tuve) [hice] otro viaje",Substitution,Substitution,Substitution
./data/processed/exercises/CGT1_S_E07.txt,fui con compañeros (en) [de] la escuela / el primer año (en) [de] la escuela secundaria,Government,Government,Government
./data/processed/exercises/CGT1_S_E08.txt,"(en) el primer año de la escuela secundaria, fui / (en) el año pasado, enseñé un curso",Government,Government,Government
./data/processed/exercises/CGT1_S_E09.txt,fui (a un) [de] viaje de estudios a Reino Unido,Government,Government,Government
./data/processed/exercises/CGT1_S_E10.txt,conocí a mi primera mejor amiga en (este) [ese] viaje,Substitution,Substitution,Substitution
./data/processed/exercises/CGT1_S_E11.txt,fueron (el mejor tiempo en) [los mejores momentos de] mi vida,Substitution,Substitution,Substitution
./data/processed/exercises/CGT1_S_E12.txt,conocí a la gente local (muy) [tan] amable,Substitution,Substitution,Substitution
./data/processed/exercises/CGT1_S_E13.txt,soy (un) [una] estudiante de intercambio,Gender,Gender,Gender
./data/processed/exercises/CGT1_S_E14.txt,soy una estudiante de intercambio (a) [en] la Universidad de Navarra,Government,Government,Government
./data/processed/exercises/CGT1_S_E15.txt,el primer viaje (sin un padre o maestro) [a solas] con mis amigos,Analysis,Analysis,Analysis
./data/processed/exercises/CGS1_S_E01.txt,"soy de Canada y (yo) nací en 2002 / no recuerdo mucho de mis primeros años de vida, pero (yo) sé",Pronoun,Pronoun,Pronoun
./data/processed/exercises/CGS1_S_E02.txt,pero yo (se) [sé],Substitution,Substitution,Substitution
./data/processed/exercises/CGS1_S_E03.txt,(en) [el] 5 de (Enero) [enero],Government,Government,Government
./data/processed/exercises/CGS1_S_E04.txt,(uno) [un] año,Substitution,Substitution,Substitution
./data/processed/exercises/CGS1_S_E05.txt,conocí [a] mi amiga / adoptamos [a] mis gatos / perdí [a] mis abuelos,Government,Government,Government
./data/processed/exercises/CGS1_S_E06.txt,(tambien) [también] / (proximos) [próximos],Creation,Creation,Creation
./data/processed/exercises/CGS1_S_E07.txt,"(También, ) [Además, ]",Substitution,Substitution,Substitution
./data/processed/exercises/CGS1_S_E08.txt,"el año (próximo) [siguiente], conocí / los dos años (próximos) [siguientes] fueron difíciles",Substitution,Substitution,Substitution
./data/processed/exercises/CGS1_S_E09.txt,conocí a (una) otra amiga,Determination,Determination,Determination
./data/processed/exercises/CGS1_S_E10.txt,escuela (secundario) [secundaria] / (mucho) [mucha] felicidad,Gender,Gender,Gender
./data/processed/exercises/CGS1_S_E11.txt,(escuala) [escuela] / (secondaria) [secundaria] / (felizidad) [felicidad] / (differentes) [diferentes] / mi (compleaños) [cumpleaños],Creation,Creation,Creation
./data/processed/exercises/CGS1_S_E12.txt,(me da mucha felicidad) [me hace muy feliz],Substitution,Substitution,Substitution
./data/processed/exercises/CGS1_S_E13.txt,mis compañeros de (cuaderno) [clase],Substitution,Substitution,Substitution
./data/processed/exercises/CGS1_S_E14.txt,mis compañeros de clase y yo [nos] conocimos,Pronoun,Pronoun,Pronoun
./data/processed/exercises/CGS1_S_E15.txt,estoy (en) [de] intercambio,Government,Government,Government
./data/processed/exercises/FDS1_S_E01.txt,(empiecé) [empecé],Creation,Creation,Creation
./data/processed/exercises/FDS1_S_E02.txt,(Paris) [París] / (Turquia) [Turquía] / (Africa) [África] / (politica) [política],Creation,Creation,Creation
./data/processed/exercises/FDS1_S_E03.txt,cuando (fui) [tenía] 8 años / cuando (fui) [tenía] 14 años,Substitution,Substitution,Substitution
./data/processed/exercises/FDS1_S_E04.txt,me mudé (en) [a] una nueva casa,Government,Government,Government
./data/processed/exercises/FDS1_S_E05.txt,empecé (el) [a hacer] teatro,Specification,Specification,Specification
./data/processed/exercises/FDS1_S_E06.txt,representamos [a] Francia dos veces,Government,Government,Government
./data/processed/exercises/FDS1_S_E07.txt,mi (tercero) [tercer] viaje,Substitution,Substitution,Substitution
./data/processed/exercises/FDS1_S_E08.txt,(sud) [sur],Substitution,Substitution,Substitution
./data/processed/exercises/FDS1_S_E09.txt,(deviní) [me hice] voluntaria,Creation,Creation,Creation
./data/processed/exercises/FDS1_S_E10.txt,voluntaria (por) [para] Greenpeace,Government,Government,Government
./data/processed/exercises/FDS1_S_E11.txt,durante (todo) [toda] la escuela secundaria / durante (esta) [este] año / (un) [una] enfermedad muy (raro) [rara],Gender,Gender,Gender
./data/processed/exercises/FDS1_S_E12.txt,conocí a mi mejor amiga Sofia durante (esta) [esa] etapa de mi vida,Substitution,Substitution,Substitution
./data/processed/exercises/FDS1_S_E13.txt,para estudiar (a) [en] la universidad,Government,Government,Government
./data/processed/exercises/FDS1_S_E14.txt,(ciensia) [ciencia] / (paralisada) [paralizada],Creation,Creation,Creation
./data/processed/exercises/FDS1_S_E15.txt,y (fui) [quedé] paralizada,Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E01.txt,conocí [a] mi mejor amiga,Government,Government,Government
./data/processed/exercises/CMJ1_S_E02.txt,no (hube) [tenía] muchos deberes,Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E03.txt,no tenía muchos deberes ni (hice muchas) [viví grandes] cosas,Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E04.txt,participé en (alguna) [algunas] competiciones,Number,Number,Number
./data/processed/exercises/CMJ1_S_E05.txt,me (pensé) [sentí] muy feliz por cocinar con mi familia,Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E06.txt,me sentí muy feliz [por] cocinar con mi familia,Government,Government,Government
./data/processed/exercises/CMJ1_S_E07.txt,"no pude salir, (también) [tampoco] pude ir a la escuela",Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E08.txt,me (encanta) [encantan] el clima y la comida,Number,Number,Number
./data/processed/exercises/CMJ1_S_E09.txt,no recuerdo (a personas ni eventos) [nada ni a nadie],Pronoun,Pronoun,Pronoun
./data/processed/exercises/CMJ1_S_E10.txt,no recuerdo nada (y) [ni] a nadie,Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E11.txt,no recuerdo nada ni a nadie [de] antes,Government,Government,Government
./data/processed/exercises/CMJ1_S_E12.txt,"[Finalmente, ] [Por último, ] en 2024 llegué",Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E13.txt,allí (comí) [probé] comida deliciosa,Substitution,Substitution,Substitution
./data/processed/exercises/CMJ1_S_E14.txt,[me] fui sola a Japón,Pronoun,Pronoun,Pronoun
./data/processed/exercises/CMJ1_S_E15.txt,conduzco (el coche) [los coches] de mis amigos,Number,Number,Number
./data/processed/exercises/CXY1_S_E01.txt,viajé a muchas (cuidades) [ciudades],Creation,Creation,Creation
./data/processed/exercises/CXY1_S_E02.txt,con (mis) [mi] familia,Number,Number,Number
./data/processed/exercises/CXY1_S_E03.txt,(empecé a estudiar) [estudié] en la secundaria de 2008 a 2022,Substitution,Analysis,Substitution
./data/processed/exercises/CXY1_S_E04.txt,(desde) [de] 2008 a 2022 / (desde) [de] 2024 a 2025,Government,Government,Government
./data/processed/exercises/CXY1_S_E05.txt,"(durante) [a] los 14 años, mi vida era muy ajetreada",Government,Government,Government
./data/processed/exercises/CXY1_S_E06.txt,mi vida era muy (ocupada) [ajetreada],Substitution,Substitution,Substitution
./data/processed/exercises/CXY1_S_E07.txt,mi vida era muy (ajetreado) [ajetreada] / fuimos a (muchas) [muchos] lugares,Gender,Gender,Gender
./data/processed/exercises/CXY1_S_E08.txt,pero conocí [a] muchas buenas amigas,Government,Government,Government
./data/processed/exercises/CXY1_S_E09.txt,muchas [buenas] amigas (buenas),Order,Order,Order
./data/processed/exercises/CXY1_S_E10.txt,(normalmente) [siempre] estaba feliz de jugar con ellas,Substitution,Substitution,Substitution
./data/processed/exercises/CXY1_S_E11.txt,tuve un examen importante (hasta) [en] 2022,Government,Government,Government
./data/processed/exercises/CXY1_S_E12.txt,fue muy (monumental) [memorable],Substitution,Substitution,Substitution
./data/processed/exercises/CXY1_S_E13.txt,(tuve) [hice] una pasantía,Substitution,Substitution,Substitution
