participant_ID,text_file,error,rater_1,rater_2
CPS1_J,./data/processed/exercises/CPS1_J_E04.txt,(pagina) [página] / podía sentir (como) [cómo],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
CPS1_J,./data/processed/exercises/CPS1_J_E05.txt,la página web de un mercado coreano (en) [de] Barcelona,productive use of targets,contextual retrieval
CPS1_J,./data/processed/exercises/CPS1_J_E06.txt,para (realizar) [darme cuenta de que] estaba en España,productive use of targets,productive use of targets
CPS1_J,./data/processed/exercises/CPS1_J_E07.txt,después [de] que llegaran los ingredientes,contextual retrieval,contextual retrieval
CPS1_J,./data/processed/exercises/CPS1_J_E08.txt,empezamos a comer (fuertemente) [vorazmente],collocational control,collocational control
CPS1_J,./data/processed/exercises/CPS1_J_E09.txt,(en) el (Septiembre) [septiembre] pasado,"paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
CPS1_J,./data/processed/exercises/CPS1_J_E10.txt,(tambien) [también],conceptual organization,conceptual organization
CPS1_J,./data/processed/exercises/CPS1_J_E11.txt,las comidas (riquísimos) [riquísimas] / experiencia (exótico) [exótica],conceptual organization,conceptual organization
CPS1_J,./data/processed/exercises/CPS1_J_E12.txt,en (cualiquiera) [cualquier] situación,paraphrastic flexibility,"contextual retrieval, productive use of targets"
CPS1_J,./data/processed/exercises/CPS1_J_E13.txt,(con) [de] tan buena calidad,productive use of targets,productive use of targets
CPS1_J,./data/processed/exercises/CPS1_J_E14.txt,para vivir con (feliz) [felicidad],conceptual organization,conceptual organization
CPS1_J,./data/processed/exercises/CPS1_J_E15.txt,(las comidas coreanas) [los platos coreanos],"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
CTV1_C,./data/processed/exercises/CTV1_C_E01.txt,a la cafetería ni a (los espacios libres) [las áreas comunes],"meaning and sense elaboration, contextual retrieval, productive use of targets","meaning and sense elaboration, contextual retrieval, productive use of targets"
CTV1_C,./data/processed/exercises/CTV1_C_E02.txt,el problema (se trata de) [consiste en],productive use of targets,contextual retrieval
CTV1_C,./data/processed/exercises/CTV1_C_E03.txt,estudiante de Erasmus (en) [de] tercer año,contextual retrieval,contextual retrieval
CTV1_C,./data/processed/exercises/CTV1_C_E04.txt,(empéso) [empezó] / (empíoro) [empeoró] / (associacion) [asociación] / (dijieron) [dijeron] / (demonstró) [demostró],paraphrastic flexibility,paraphrastic flexibility
CTV1_C,./data/processed/exercises/CTV1_C_E05.txt,no tenían ganas de ir a la cafetería (o) [ni] a las áreas comunes,contextual retrieval,contextual retrieval
CTV1_C,./data/processed/exercises/CTV1_C_E06.txt,(dias) [días] / (caféteria) [cafetería] / (despues) [después] / (preferian) [preferían] / (resolucion) [resolución],conceptual organization,conceptual organization
CTV1_C,./data/processed/exercises/CTV1_C_E07.txt,forma parte (de el) [del] grupo,productive use of targets,productive use of targets
CTV1_C,./data/processed/exercises/CTV1_C_E08.txt,para encontrar una (resolución) [solución],collocational control,collocational control
CTV1_C,./data/processed/exercises/CTV1_C_E09.txt,estos letreros (leían) [decían],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
CTV1_C,./data/processed/exercises/CTV1_C_E10.txt,(en todas partes de) [por toda] la cafetería,meaning and sense elaboration,meaning and sense elaboration
CTV1_C,./data/processed/exercises/CTV1_C_E11.txt,la cantidad de horas que estaban trabajando (se) había aumentado / el problema ya (se) había mejorado,meaning and sense elaboration,meaning and sense elaboration
CTV1_C,./data/processed/exercises/CTV1_C_E12.txt,o (perder) [faltar a] clase,meaning and sense elaboration,meaning and sense elaboration
CTV1_C,./data/processed/exercises/CTV1_C_E13.txt,"(tristemente) [lamentablemente], en menos de una semana",contextual retrieval,contextual retrieval
CTV1_C,./data/processed/exercises/CTV1_C_E14.txt,preferían (no comer) [saltarse la comida],conceptual organization,conceptual organization
CTV1_C,./data/processed/exercises/CTV1_C_E15.txt,"(a la misma vez) [al mismo tiempo], una persona del equipo",conceptual organization,conceptual organization
CXY1_S,./data/processed/exercises/CXY1_S_E01.txt,fue muy (monumental) [memorable],"conceptual organization, paraphrastic flexibility","conceptual organization, paraphrastic flexibility"
CXY1_S,./data/processed/exercises/CXY1_S_E02.txt,durante (mi vacación) [mis vacaciones] de verano,productive use of targets,productive use of targets
CXY1_S,./data/processed/exercises/CXY1_S_E03.txt,(desde) [de] 2008 a 2022 / (desde) [de] 2024 a 2025,contextual retrieval,conceptual organization
CXY1_S,./data/processed/exercises/CXY1_S_E04.txt,mi vida era muy (ocupada) [ajetreada],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
CXY1_S,./data/processed/exercises/CXY1_S_E05.txt,con (mis) [mi] familia,paraphrastic flexibility,paraphrastic flexibility
CXY1_S,./data/processed/exercises/CXY1_S_E06.txt,pero conocí [a] muchas buenas amigas,contextual retrieval,contextual retrieval
CXY1_S,./data/processed/exercises/CXY1_S_E07.txt,muchas [buenas] amigas (buenas),productive use of targets,"meaning and sense elaboration, productive use of targets"
CXY1_S,./data/processed/exercises/CXY1_S_E08.txt,(tuve) [hice] una pasantía,paraphrastic flexibility,paraphrastic flexibility
CXY1_S,./data/processed/exercises/CXY1_S_E09.txt,mi vida era muy (ajetreado) [ajetreada] / fuimos a (muchas) [muchos] lugares,conceptual organization,conceptual organization
CXY1_S,./data/processed/exercises/CXY1_S_E10.txt,(empecé a estudiar) [estudié] en la secundaria de 2008 a 2022,meaning and sense elaboration,meaning and sense elaboration
CXY1_S,./data/processed/exercises/CXY1_S_E11.txt,viajé a muchas (cuidades) [ciudades],paraphrastic flexibility,paraphrastic flexibility
CXY1_S,./data/processed/exercises/CXY1_S_E12.txt,tuve un examen importante (hasta) [en] 2022,"productive use of targets, meaning and sense elaboration","productive use of targets, meaning and sense elaboration"
CXY1_S,./data/processed/exercises/CXY1_S_E13.txt,"(durante) [a] los 14 años, mi vida era muy ajetreada",productive use of targets,productive use of targets
CXY1_S,./data/processed/exercises/CXY1_S_E14.txt,hice una (práctica) [pasantía],conceptual organization,conceptual organization
CXY1_S,./data/processed/exercises/CXY1_S_E15.txt,(normalmente) [siempre] estaba feliz de jugar con ellas,meaning and sense elaboration,meaning and sense elaboration
CYS1_J,./data/processed/exercises/CYS1_J_E01.txt,continué (encontrando) [buscando] nuevas comidas que probar,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
CYS1_J,./data/processed/exercises/CYS1_J_E02.txt,casi siempre hay (las gentes) [gente] que intenta robar,"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
CYS1_J,./data/processed/exercises/CYS1_J_E03.txt,mi primera vez viajando (sin mi familia o amigo) [a solas],"meaning and sense elaboration, productive use of targets",productive use of targets
CYS1_J,./data/processed/exercises/CYS1_J_E04.txt,(por que) [porque] era mi primera vez viajando,meaning and sense elaboration,"meaning and sense elaboration, contextual retrieval, productive use of targets"
CYS1_J,./data/processed/exercises/CYS1_J_E05.txt,"por la tarde, decidí (a) comer / continué (a) buscando",productive use of targets,productive use of targets
CYS1_J,./data/processed/exercises/CYS1_J_E06.txt,(despues) [después] / (avion) [avión] / (cafe) [café] / (turistico) [turístico] / (memoría) [memoria] / (tambien) [también] / (telefono) [teléfono],conceptual organization,contextual retrieval
CYS1_J,./data/processed/exercises/CYS1_J_E07.txt,tomé muchas fotos (por memoria) [de recuerdo],productive use of targets,contextual retrieval
CYS1_J,./data/processed/exercises/CYS1_J_E08.txt,(muchos) [muchas] fotos / (un) [una] ciudad / (el) [la] dirección,conceptual organization,conceptual organization
CYS1_J,./data/processed/exercises/CYS1_J_E09.txt,el día más caótico (en) [de] mi vida,productive use of targets,productive use of targets
CYS1_J,./data/processed/exercises/CYS1_J_E10.txt,"cerca de Las Ramblas, (un pueblo) [una zona] más poblada","meaning and sense elaboration, contextual retrieval","meaning and sense elaboration, contextual retrieval"
CYS1_J,./data/processed/exercises/CYS1_J_E11.txt,(llegí) [llegué],contextual retrieval,contextual retrieval
CYS1_J,./data/processed/exercises/CYS1_J_E12.txt,(proban) [prueban] / (direcíon) [dirección] / (indepiente) [independiente] / (entiendí) [entendí],paraphrastic flexibility,paraphrastic flexibility
CYS1_J,./data/processed/exercises/CYS1_J_E13.txt,(disastre) [desastre] / (jaqueta) [chaqueta],"meaning and sense elaboration, collocational control","meaning and sense elaboration, collocational control"
CYS1_J,./data/processed/exercises/CYS1_J_E14.txt,pregunté a otra persona (para) [por] la dirección,meaning and sense elaboration,meaning and sense elaboration
CYS1_J,./data/processed/exercises/CYS1_J_E15.txt,"unos minutos [más] tarde, quise tomar una foto",conceptual organization,conceptual organization
CZY1_S,./data/processed/exercises/CZY1_S_E01.txt,para (mi) [mí],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
CZY1_S,./data/processed/exercises/CZY1_S_E02.txt,"(También, ) [Además, ]",paraphrastic flexibility,paraphrastic flexibility
CZY1_S,./data/processed/exercises/CZY1_S_E03.txt,(Chino) [China] / (Sydney) [Sídney],"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
CZY1_S,./data/processed/exercises/CZY1_S_E04.txt,antes de (nacir) [nacer] / (jugé) [jugué] / (vivé) [viví],paraphrastic flexibility,paraphrastic flexibility
CZY1_S,./data/processed/exercises/CZY1_S_E05.txt,(mi familia y yo gustamos) [a mi familia y a mí nos gustó] la ciudad,paraphrastic flexibility,paraphrastic flexibility
CZY1_S,./data/processed/exercises/CZY1_S_E06.txt,hasta [el] año 2010,contextual retrieval,contextual retrieval
CZY1_S,./data/processed/exercises/CZY1_S_E07.txt,estudié chino (antes de nacer) [desde que nací],"productive use of targets, meaning and sense elaboration","productive use of targets, meaning and sense elaboration"
CZY1_S,./data/processed/exercises/CZY1_S_E08.txt,conocí [a] mis amigos,contextual retrieval,contextual retrieval
CZY1_S,./data/processed/exercises/CZY1_S_E09.txt,(encontré) [conocí] a mis amigos,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
CZY1_S,./data/processed/exercises/CZY1_S_E10.txt,empecé [a] jugar,meaning and sense elaboration,meaning and sense elaboration
CZY1_S,./data/processed/exercises/CZY1_S_E11.txt,gané (un medal) [una medalla] en 2019,"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
CZY1_S,./data/processed/exercises/CZY1_S_E12.txt,trabajé en una empresa por dos (mesas) [meses] / he vivido en Pamplona durante (una mesa) [un mes],"productive use of targets, meaning and sense elaboration",meaning and sense elaboration
CZY1_S,./data/processed/exercises/CZY1_S_E13.txt,(supe) [aprendí a] conducir en el verano de 2022,paraphrastic flexibility,paraphrastic flexibility
CZY1_S,./data/processed/exercises/CZY1_S_E14.txt,(emprezé) [empecé],contextual retrieval,contextual retrieval
CZY1_S,./data/processed/exercises/CZY1_S_E15.txt,jugar [al] fútbol,collocational control,"collocational control, conceptual organization"
EBM1_J,./data/processed/exercises/EBM1_J_E01.txt,todos los supermercados de Carrefour (son) [están] cerrados / esta tienda (está) [es] especial,productive use of targets,productive use of targets
EBM1_J,./data/processed/exercises/EBM1_J_E02.txt,fines de (semanas) [semana],contextual retrieval,contextual retrieval
EBM1_J,./data/processed/exercises/EBM1_J_E03.txt,mi primer (culture shock) [choque cultural],paraphrastic flexibility,paraphrastic flexibility
EBM1_J,./data/processed/exercises/EBM1_J_E04.txt,(en mañana en domingo) [el domingo por la mañana],productive use of targets,productive use of targets
EBM1_J,./data/processed/exercises/EBM1_J_E05.txt,primera vez (cuándo) [cuando] fui a hacer / no puedo explicar (que) [qué] pasó después,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
EBM1_J,./data/processed/exercises/EBM1_J_E06.txt,no sé (por que) [por qué],meaning and sense elaboration,meaning and sense elaboration
EBM1_J,./data/processed/exercises/EBM1_J_E07.txt,una [buena] idea (buena) / mi (primero) [primer] choque cultural,productive use of targets,productive use of targets
EBM1_J,./data/processed/exercises/EBM1_J_E08.txt,(proxima) [próxima] / (normál) [normal] / (ví) [ví],conceptual organization,contextual retrieval
EBM1_J,./data/processed/exercises/EBM1_J_E09.txt,"(fortunamente, ) [afortunadamente, ]",paraphrastic flexibility,paraphrastic flexibility
EBM1_J,./data/processed/exercises/EBM1_J_E10.txt,llegué (en) [a] Pamplona / próxima (de) [a] mi piso,productive use of targets,productive use of targets
EBM1_J,./data/processed/exercises/EBM1_J_E11.txt,mi cerebro (terminó) [dejó de] funcionar,"meaning and sense elaboration, contextual retrieval","meaning and sense elaboration, contextual retrieval"
EBM1_J,./data/processed/exercises/EBM1_J_E12.txt,pero (yo) pensé / (yo) sé que es muy extraño / (yo) sabía que tenía razón,"paraphrastic flexibility, meaning and sense elaboration, productive use of targets","paraphrastic flexibility, meaning and sense elaboration, productive use of targets"
EBM1_J,./data/processed/exercises/EBM1_J_E13.txt,era (un día libre) [festivo] en todo el país,conceptual organization,conceptual organization
EBM1_J,./data/processed/exercises/EBM1_J_E14.txt,"el (próximo) domingo [siguiente], pensé que",meaning and sense elaboration,meaning and sense elaboration
EBM1_J,./data/processed/exercises/EBM1_J_E15.txt,(llegé) [llegué],contextual retrieval,contextual retrieval
EPA1_C,./data/processed/exercises/EPA1_C_E01.txt,entonces llamé a (nuestra House Manager) [la encargada de nuestro piso],paraphrastic flexibility,paraphrastic flexibility
EPA1_C,./data/processed/exercises/EPA1_C_E02.txt,alguna posibilidad de que ella [se] estuviera comiendo mi comida / estaba ella (comiendo) [comiéndose] mi almuerzo,"contextual retrieval, productive use of targets","contextual retrieval, productive use of targets"
EPA1_C,./data/processed/exercises/EPA1_C_E03.txt,estoy (escribiendole) [escribiéndole] / (ibamos) [íbamos] a vivir / (proxima) [próxima] / (dias) [días] / (todavia) [todavía] /  y (dijó) [dijo],conceptual organization,conceptual organization
EPA1_C,./data/processed/exercises/EPA1_C_E04.txt,alguna posibilidad [de] que / la idea [de] que yo debería / sorprendida [de] que yo la hubiese llamado / aliviada [de] que pudiéramos,productive use of targets,productive use of targets
EPA1_C,./data/processed/exercises/EPA1_C_E05.txt,la comida que yo estaba metiendo en la nevera (se) desaparecía,meaning and sense elaboration,meaning and sense elaboration
EPA1_C,./data/processed/exercises/EPA1_C_E06.txt,de una manera fácil y sin (argumentos) [discusiones],productive use of targets,productive use of targets
EPA1_C,./data/processed/exercises/EPA1_C_E07.txt,le (pregunte) [pregunté] a mi compañera si había / a (mi) [mí] me pareció / explicarle (como) [cómo] lo resolví / no sabía (que) [qué] hacer,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
EPA1_C,./data/processed/exercises/EPA1_C_E08.txt,[a] la mañana siguiente fui a recoger mi comida,productive use of targets,productive use of targets
EPA1_C,./data/processed/exercises/EPA1_C_E09.txt,estaba (tan) [muy] frustrada y confundida porque la única,productive use of targets,productive use of targets
EPA1_C,./data/processed/exercises/EPA1_C_E10.txt,"entonces, la (próxima) [siguiente] vez que vino a limpiar / la (próxima) [siguiente] vez que cociné",meaning and sense elaboration,meaning and sense elaboration
EPA1_C,./data/processed/exercises/EPA1_C_E11.txt,(tomando turnos cocinando) [turnándonos para cocinar],"meaning and sense elaboration, productive use of targets",meaning and sense elaboration
EPA1_C,./data/processed/exercises/EPA1_C_E12.txt,(al pasar dos semanas) [al cabo de dos semanas],contextual retrieval,meaning and sense elaboration
EPA1_C,./data/processed/exercises/EPA1_C_E13.txt,si seguía haciendo eso la iban a (cambiar de) [echar del] piso,"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
EPA1_C,./data/processed/exercises/EPA1_C_E14.txt,y (paró de comer) [dejó de comerse] mi comida,"collocational control, productive use of targets","collocational control, productive use of targets"
EPA1_C,./data/processed/exercises/EPA1_C_E15.txt,"íbamos a cenar juntas una vez a la semana, (donde nos turnamos) [turnándonos]","paraphrastic flexibility, productive use of targets","paraphrastic flexibility, productive use of targets"
EPE1_J,./data/processed/exercises/EPE1_J_E01.txt,(eventualmente) [finalmente],productive use of targets,productive use of targets
EPE1_J,./data/processed/exercises/EPE1_J_E02.txt,(neccessito) [necesito] / (plané) [planeé] / (copea) [copeo] / (borachos) [borrachos] / (mobil) [móvil],paraphrastic flexibility,paraphrastic flexibility
EPE1_J,./data/processed/exercises/EPE1_J_E03.txt,el lugar (era) [estaba] lleno de gente,productive use of targets,productive use of targets
EPE1_J,./data/processed/exercises/EPE1_J_E04.txt,era (tiempo por) [hora de] volver a casa,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
EPE1_J,./data/processed/exercises/EPE1_J_E05.txt,(tocé) [toqué],contextual retrieval,contextual retrieval
EPE1_J,./data/processed/exercises/EPE1_J_E06.txt,planeé (para) hacer / buscando (por) mi móvil / me di cuenta [de] que,"collocational control, productive use of targets","collocational control, productive use of targets"
EPE1_J,./data/processed/exercises/EPE1_J_E07.txt,qué es un poco [de] agua,meaning and sense elaboration,meaning and sense elaboration
EPE1_J,./data/processed/exercises/EPE1_J_E08.txt,pero (porque) [como] estábamos un poco borrachos,productive use of targets,productive use of targets
EPE1_J,./data/processed/exercises/EPE1_J_E09.txt,y (a la) [al] final ya estábamos,productive use of targets,productive use of targets
EPE1_J,./data/processed/exercises/EPE1_J_E10.txt,(despues) [después] / (examenes) [exámenes] / (estabamos) [estábamos] / (aqui) [aquí],conceptual organization,conceptual organization
EPE1_J,./data/processed/exercises/EPE1_J_E11.txt,(un) [una] noche,conceptual organization,contextual retrieval
EPE1_J,./data/processed/exercises/EPE1_J_E12.txt,(que) [qué] locura,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
EPE1_J,./data/processed/exercises/EPE1_J_E13.txt,corrimos (alrededor de) [por toda] la discoteca / listos (a) [para] bailar / una bebida (con) fuerte / me di (en) cuenta,productive use of targets,productive use of targets
EPE1_J,./data/processed/exercises/EPE1_J_E14.txt,qué (loca) [locura],conceptual organization,conceptual organization
EPE1_J,./data/processed/exercises/EPE1_J_E15.txt,no sé dónde (es) [está] mi móvil,contextual retrieval,contextual retrieval
ERA1_C,./data/processed/exercises/ERA1_C_E01.txt,necesitábamos (encontrar algún lado común) [llegar a un punto medio],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
ERA1_C,./data/processed/exercises/ERA1_C_E02.txt,(scolares) [académicos] / (essential) [esencial],"meaning and sense elaboration, collocational control","meaning and sense elaboration, collocational control"
ERA1_C,./data/processed/exercises/ERA1_C_E03.txt,(estabamos) [estábamos] / (queriamos) [queríamos] / (tambien) [también] / (economico) [económico] / (hótel) [hotel] / (facil) [fácil],conceptual organization,conceptual organization
ERA1_C,./data/processed/exercises/ERA1_C_E04.txt,insistíamos [en] que eso no sería / elegir (a) un AirBnb,productive use of targets,productive use of targets
ERA1_C,./data/processed/exercises/ERA1_C_E05.txt,(pasó) [surgió] un conflicto / (tengas) [mantengas] un tono conciliador,collocational control,collocational control
ERA1_C,./data/processed/exercises/ERA1_C_E06.txt,(este) [esta] carta / (nuestro) [nuestra] experiencia,conceptual organization,collocational control
ERA1_C,./data/processed/exercises/ERA1_C_E07.txt,la misma Universidad (en) [de] los Estados Unidos,contextual retrieval,contextual retrieval
ERA1_C,./data/processed/exercises/ERA1_C_E08.txt,(quieremos) [queremos] / (barrato) [barato] / (necessaria) [necesaria] / (expectitivas) [expectativas] / (nosotoras) [nosotras] / (cádo) [caro],paraphrastic flexibility,paraphrastic flexibility
ERA1_C,./data/processed/exercises/ERA1_C_E09.txt,(ultimo) [último] año / (paso) [pasó] / (mas) [más],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
ERA1_C,./data/processed/exercises/ERA1_C_E10.txt,durante los (fines de semanas) [fines de semana],contextual retrieval,contextual retrieval
ERA1_C,./data/processed/exercises/ERA1_C_E11.txt,Ojalá este semestre [te] esté yendo bien (contigo),"pragmatic appropriateness, meaning and sense elaboration","meaning and sense elaboration, conceptual organization"
ERA1_C,./data/processed/exercises/ERA1_C_E12.txt,todas (de) nosotras,"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
ERA1_C,./data/processed/exercises/ERA1_C_E13.txt,es esencial para el proceso de mediación que no [haya faltas de respeto hacia] (falta del respeto a) nadie,paraphrastic flexibility,paraphrastic flexibility
ERA1_C,./data/processed/exercises/ERA1_C_E14.txt,un tono (calmado) [conciliador],collocational control,collocational control
ERA1_C,./data/processed/exercises/ERA1_C_E15.txt,fueron (algunos) momentos muy incómodos,contextual retrieval,contextual retrieval
FCY1_I,./data/processed/exercises/FCY1_I_E01.txt,era (del numérico) [digital] / (utilizador) [usuario],"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
FCY1_I,./data/processed/exercises/FCY1_I_E02.txt,asegurarse [de] que,productive use of targets,"meaning and sense elaboration, productive use of targets"
FCY1_I,./data/processed/exercises/FCY1_I_E03.txt,(llenar) [cubrir] la demanda,collocational control,collocational control
FCY1_I,./data/processed/exercises/FCY1_I_E04.txt,(bajo) [por debajo] de / pasatiempos (en) [al] aire libre,meaning and sense elaboration,meaning and sense elaboration
FCY1_I,./data/processed/exercises/FCY1_I_E05.txt,como (le) [lo] hemos visto antes,contextual retrieval,contextual retrieval
FCY1_I,./data/processed/exercises/FCY1_I_E06.txt,es importante (de) tener en cuenta que,contextual retrieval,contextual retrieval
FCY1_I,./data/processed/exercises/FCY1_I_E07.txt,(faltan) [escasean],paraphrastic flexibility,paraphrastic flexibility
FCY1_I,./data/processed/exercises/FCY1_I_E08.txt,reemplazarán (el) [lo] humano / (el) [lo] natural es vernos,contextual retrieval,contextual retrieval
FCY1_I,./data/processed/exercises/FCY1_I_E09.txt,(jovenes) [jóvenes],conceptual organization,conceptual organization
FCY1_I,./data/processed/exercises/FCY1_I_E10.txt,(el médico) [la medicina],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
FCY1_I,./data/processed/exercises/FCY1_I_E11.txt,las (buenas y las malas) [ventajas y las] desventajas,"productive use of targets, paraphrastic flexibility","productive use of targets, paraphrastic flexibility"
FCY1_I,./data/processed/exercises/FCY1_I_E12.txt,Pellicer (desarrolla en) [argumenta] que la inteligencia artificial sería buena,"productive use of targets, paraphrastic flexibility","productive use of targets, paraphrastic flexibility"
FCY1_I,./data/processed/exercises/FCY1_I_E13.txt,mala (habitud) [costumbre],productive use of targets,productive use of targets
FCY1_I,./data/processed/exercises/FCY1_I_E14.txt,así como (al fuera) [fuera] de este,contextual retrieval,contextual retrieval
FCY1_I,./data/processed/exercises/FCY1_I_E15.txt,ámbitos (del cotidiano) [de la vida cotidiana],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
FDS1_S,./data/processed/exercises/FDS1_S_E01.txt,empecé (el) [a hacer] teatro,meaning and sense elaboration,meaning and sense elaboration
FDS1_S,./data/processed/exercises/FDS1_S_E02.txt,mi (tercero) [tercer] viaje,productive use of targets,productive use of targets
FDS1_S,./data/processed/exercises/FDS1_S_E03.txt,para estudiar (a) [en] la universidad,"contextual retrieval, meaning and sense elaboration","contextual retrieval, meaning and sense elaboration"
FDS1_S,./data/processed/exercises/FDS1_S_E04.txt,(Paris) [París] / (Turquia) [Turquía] / (Africa) [África] / (politica) [política],conceptual organization,conceptual organization
FDS1_S,./data/processed/exercises/FDS1_S_E05.txt,(deviní) [me hice] voluntaria,productive use of targets,productive use of targets
FDS1_S,./data/processed/exercises/FDS1_S_E06.txt,cuando (fui) [tenía] 8 años / cuando (fui) [tenía] 14 años,"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
FDS1_S,./data/processed/exercises/FDS1_S_E07.txt,durante (todo) [toda] la escuela secundaria / durante (esta) [este] año / (un) [una] enfermedad muy (raro) [rara],conceptual organization,conceptual organization
FDS1_S,./data/processed/exercises/FDS1_S_E08.txt,(sud) [sur],"pragmatic appropriateness, meaning and sense elaboration","pragmatic appropriateness, meaning and sense elaboration"
FDS1_S,./data/processed/exercises/FDS1_S_E09.txt,voluntaria (por) [para] Greenpeace,meaning and sense elaboration,meaning and sense elaboration
FDS1_S,./data/processed/exercises/FDS1_S_E10.txt,(empiecé) [empecé],conceptual organization,conceptual organization
FDS1_S,./data/processed/exercises/FDS1_S_E11.txt,me mudé (en) [a] una nueva casa,productive use of targets,productive use of targets
FDS1_S,./data/processed/exercises/FDS1_S_E12.txt,conocí a mi mejor amiga Sofia durante (esta) [esa] etapa de mi vida,paraphrastic flexibility,paraphrastic flexibility
FDS1_S,./data/processed/exercises/FDS1_S_E13.txt,y (fui) [quedé] paralizada,meaning and sense elaboration,meaning and sense elaboration
FDS1_S,./data/processed/exercises/FDS1_S_E14.txt,representamos [a] Francia dos veces,contextual retrieval,contextual retrieval
FDS1_S,./data/processed/exercises/FDS1_S_E15.txt,(ciensia) [ciencia] / (paralisada) [paralizada],paraphrastic flexibility,paraphrastic flexibility
FEM1_I,./data/processed/exercises/FEM1_I_E01.txt,(aumentación) [aumento],"conceptual organization, meaning and sense elaboration","conceptual organization, meaning and sense elaboration"
FEM1_I,./data/processed/exercises/FEM1_I_E02.txt,(reino) [mandato],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
FEM1_I,./data/processed/exercises/FEM1_I_E03.txt,(porque) [por qué],meaning and sense elaboration,meaning and sense elaboration
FEM1_I,./data/processed/exercises/FEM1_I_E04.txt,(crítica) [critica],"meaning and sense elaboration, productive use of targets","meaning and sense elaboration, productive use of targets"
FEM1_I,./data/processed/exercises/FEM1_I_E05.txt,(mientras que) [aunque] su punto de vista,"productive use of targets, paraphrastic flexibility","productive use of targets, paraphrastic flexibility"
FEM1_I,./data/processed/exercises/FEM1_I_E06.txt,la tasa más (fuerte) [elevada] / (pasar) [aprobar] una ley,collocational control,collocational control
FEM1_I,./data/processed/exercises/FEM1_I_E07.txt,"no es solamente esencial, (pero) [sino que] es también fundamental",meaning and sense elaboration,meaning and sense elaboration
FEM1_I,./data/processed/exercises/FEM1_I_E08.txt,(estar muy contestado) [tener una gran oposición] / (que falta de) [para la que faltan] tratamientos médicos,paraphrastic flexibility,paraphrastic flexibility
FEM1_I,./data/processed/exercises/FEM1_I_E09.txt,(hacer compromisos) [llegar a acuerdos] / (contestación) [confrontación],productive use of targets,productive use of targets
FEM1_I,./data/processed/exercises/FEM1_I_E10.txt,el artículo se enfoca (sobre) [en] la situación / es fundamental (a) [para] / nos falta (de) contexto,productive use of targets,productive use of targets
FEM1_I,./data/processed/exercises/FEM1_I_E11.txt,(màs en màs) [cada vez más] considerada,meaning and sense elaboration,meaning and sense elaboration
FEM1_I,./data/processed/exercises/FEM1_I_E12.txt,(pasarse) [ocurrir],contextual retrieval,contextual retrieval
FEM1_I,./data/processed/exercises/FEM1_I_E13.txt,en cuanto [a] su pertinencia,contextual retrieval,contextual retrieval
FEM1_I,./data/processed/exercises/FEM1_I_E14.txt,(sea) [esté] más impactado,productive use of targets,productive use of targets
FEM1_I,./data/processed/exercises/FEM1_I_E15.txt,sobre (reales) hechos científicos [reales],productive use of targets,productive use of targets
FGC1_I,./data/processed/exercises/FGC1_I_E01.txt,Un evento (tan) [muy] esperado a principios de año,productive use of targets,productive use of targets
FGC1_I,./data/processed/exercises/FGC1_I_E02.txt,(taréa) [tarea],conceptual organization,conceptual organization
FGC1_I,./data/processed/exercises/FGC1_I_E03.txt,"Este fenómeno ha sido percibido en el mundo entero, (dando lugar a millones de personas cautivadas) [cautivando a millones de personas]",paraphrastic flexibility,paraphrastic flexibility
FGC1_I,./data/processed/exercises/FGC1_I_E04.txt,Solo se habían producido diez pasos de la sombra de la Luna (sobre) [por delante de] la Tierra durante este siglo,productive use of targets,productive use of targets
