participant_ID,text_file,error,recall
BEA1_S,./data/processed/exercises/BEA1_S_E08.txt,Fui a Reino Unido (por) [para] estudiar,0
BEA1_S,./data/processed/exercises/BEA1_S_E11.txt,(cinqo) [cinco] meses / (quando) [cuando],1
BEA1_S,./data/processed/exercises/BEA1_S_E10.txt,(encanté) [conocí a],0
BEA1_S,./data/processed/exercises/BEA1_S_E13.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta [mucho] ese lugar (mucho)",0
BEA1_S,./data/processed/exercises/BEA1_S_E12.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta mucho (este) [ese] lugar / (Este) [Esto] me hizo muy feliz",0
BEA1_S,./data/processed/exercises/BEA1_S_E15.txt,Esto me (dio) [hizo] / (mucho) [muy] feliz,1
BEA1_S,./data/processed/exercises/BEA1_S_E09.txt,escribí (un systematic review) [una revisión sistemática],0
FJE1_S,./data/processed/exercises/FJE1_S_E06.txt,Yo nací (en) [el] (cinco) [5] de abril de 2005 en Francia,1
FJE1_S,./data/processed/exercises/FJE1_S_E07.txt,No (me recuerde) [recuerdo] mi vida,1
FJE1_S,./data/processed/exercises/FJE1_S_E03.txt,(desde) [de] 2005 a 2010,1
FJE1_S,./data/processed/exercises/FJE1_S_E14.txt,sé que (fue) [fueron] buenos momentos / (fue) [fueron] dos momentos muy (difícil) [difíciles] en mi vida,1
FJE1_S,./data/processed/exercises/FJE1_S_E13.txt,estudié en (este) [esta] ciudad hasta 2020 / (una) [un] día mi abuela,1
FJE1_S,./data/processed/exercises/FJE1_S_E02.txt,(conicí) [conocí],0
FJE1_S,./data/processed/exercises/FJE1_S_E05.txt,Conocí [a] muchas amigas,0
FJE1_S,./data/processed/exercises/FJE1_S_E04.txt,(Hice) [Llevé] una vida muy feliz,0
FJE1_S,./data/processed/exercises/FJE1_S_E01.txt,mi abuela (enfermedó) [enfermó],1
FJE1_S,./data/processed/exercises/FJE1_S_E15.txt,(adoptó) [adopté a] un perro que se llama Sparrow,1
FJE1_S,./data/processed/exercises/FJE1_S_E11.txt,perdí (una otra) [a otra] abuela,1
FJE1_S,./data/processed/exercises/FJE1_S_E08.txt,mi (vade) [vida],0
FJE1_S,./data/processed/exercises/FJE1_S_E12.txt,fue mi profesora de (Frances) [francés],0
FJE1_S,./data/processed/exercises/FJE1_S_E10.txt,(hizé) [cursé] el bachillerato,0
FJE1_S,./data/processed/exercises/FJE1_S_E09.txt,cursé el (BAC) [bachillerato],0
GKN1_S,./data/processed/exercises/GKN1_S_E01.txt,nació en (Thessaloniki) [Tesalónica/Salónica] / (Napoli) [Nápoles] / y empezó a estudiar Química en (Aristotel Universidad de Thessaloniki) [la Universidad Aristóteles de Salónica] / estudió durante un año en (Ioannia Universidad) [en la Universidad de Ioánina],1
GKN1_S,./data/processed/exercises/GKN1_S_E10.txt,nació en Salónica (en) [el] cuatro de (Octubre) [octubre] (en) [de] 2002,1
GKN1_S,./data/processed/exercises/GKN1_S_E07.txt,el (quatro) [cuatro] de octubre / y empezó (Qumíqa) [Química],1
GKN1_S,./data/processed/exercises/GKN1_S_E02.txt,terminó (sus) [su] escuela secundaria / en (sus) [su] ciudad,1
GKN1_S,./data/processed/exercises/GKN1_S_E03.txt,(viajo) [viajó],0
GKN1_S,./data/processed/exercises/GKN1_S_E08.txt,y empezó [a estudiar] Química en la Universidad Aristóteles de Salónica (estudiar) en 2022,0
GKN1_S,./data/processed/exercises/GKN1_S_E06.txt,estudió durante (uno) [un] año en la Universidad de Ioánina,0
GKN1_S,./data/processed/exercises/GKN1_S_E14.txt,(simulatáneamente) [simultáneamente],1
GKN1_S,./data/processed/exercises/GKN1_S_E15.txt,(Inglés) [inglés] / (Aleman) [alemán],0
GKN1_S,./data/processed/exercises/GKN1_S_E12.txt,como (lider) [líder] de grupo / (certificadó) [certificado] / (aleman) [alemán],1
GKN1_S,./data/processed/exercises/GKN1_S_E04.txt,como (líder de grupo) [monitora],0
GKN1_S,./data/processed/exercises/GKN1_S_E09.txt,viajó sola por primera vez (en) [a] Italia,0
GKN1_S,./data/processed/exercises/GKN1_S_E13.txt,En 2016 [obtuvo el] certificado de inglés (C2) de nivel [C2] / [el] certificado de alemán (B2) de nivel [B2],0
GKN1_S,./data/processed/exercises/GKN1_S_E11.txt,(desde) hace 10 meses participó en una competición de baile,0
GKN1_S,./data/processed/exercises/GKN1_S_E05.txt,(una baile competición) [una competición de baile] / clases de (oriental) baile [oriental],1
CFI1_S,./data/processed/exercises/CFI1_S_E01.txt,Nací el 28 de agosto [de] 2002 / En noviembre [de] 2007,1
CFI1_S,./data/processed/exercises/CFI1_S_E02.txt,muchos de mis [primeros] años (primeros),0
CFI1_S,./data/processed/exercises/CFI1_S_E03.txt,muchos de mis (primeras) [primeros] años,1
CFI1_S,./data/processed/exercises/CFI1_S_E04.txt,[nos] mudamos a la calle Albertus / [me] cambié a una nueva escuela,0
CFI1_S,./data/processed/exercises/CFI1_S_E05.txt,(después de) dos años [después de] que mi hermano naciera,1
CFI1_S,./data/processed/exercises/CFI1_S_E06.txt,(aquí) [ahí] empecé,0
CFI1_S,./data/processed/exercises/CFI1_S_E07.txt,empecé (a) [en] una nueva escuela / escogí (a) mudarme / estudié (a) [en] JRR por 4 años,0
CFI1_S,./data/processed/exercises/CFI1_S_E10.txt,"(Pues, ) [Así pues, ] nos mudamos",0
CFI1_S,./data/processed/exercises/CFI1_S_E09.txt,[séptimo] grado (7),1
CFI1_S,./data/processed/exercises/CFI1_S_E15.txt,una escuela solo (por) [para] chicas,0
CFI1_S,./data/processed/exercises/CFI1_S_E12.txt,conocí [a] dos de mis mejores amigas / adoptamos [a] Luna,0
CFI1_S,./data/processed/exercises/CFI1_S_E08.txt,"Luna, (un perro) [una perra]",1
CFI1_S,./data/processed/exercises/CFI1_S_E11.txt,mis cursos (estaban) [eran] todos en línea,1
CFI1_S,./data/processed/exercises/CFI1_S_E14.txt,(emperezas) [empresas],0
CFI1_S,./data/processed/exercises/CFI1_S_E13.txt,(respectadas) [respetadas],1
PBJ1_S,./data/processed/exercises/PBJ1_S_E02.txt,soy (Holandesa) [holandesa],0
PBJ1_S,./data/processed/exercises/PBJ1_S_E04.txt,mi familia es de (Surinama) [Surinam] / (Rotterdam) [Róterdam] / (Capelle a/d Ijssel) [Capelle aan den IJssel],1
PBJ1_S,./data/processed/exercises/PBJ1_S_E05.txt,Nosotros [nos] mudamos,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E09.txt,pero (mudamos atrás) [volvimos],1
PBJ1_S,./data/processed/exercises/PBJ1_S_E06.txt,(fue mi) [fueron mis] vacaciones (favorita) [favoritas],0
PBJ1_S,./data/processed/exercises/PBJ1_S_E10.txt,Hace tres meses (pasado) mi bisabuela murió,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E01.txt,hace tres meses (la madre de mi abuela) [mi bisabuela] murió,1
PBJ1_S,./data/processed/exercises/PBJ1_S_E15.txt,en el primer año de [la] escuela secundaria / en [la] escuela secundaria,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E13.txt,también (hubí) [conocí],0
PBJ1_S,./data/processed/exercises/PBJ1_S_E03.txt,(mi) [mis] cinco amigas,1
PBJ1_S,./data/processed/exercises/PBJ1_S_E14.txt,mis (5) [cinco] amigas,1
PBJ1_S,./data/processed/exercises/PBJ1_S_E07.txt,En 2020 mi padre (adoptivo) [adoptó],0
PBJ1_S,./data/processed/exercises/PBJ1_S_E11.txt,conocí [a] mis cinco amigas / mi padre adoptó [a] mi perro,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E08.txt,es (un mix) [un cruce],1
PBJ1_S,./data/processed/exercises/PBJ1_S_E12.txt,de shih tzu y (malteser) [bichón maltés],0
TCW1_S,./data/processed/exercises/TCW1_S_E01.txt,tengo (uno) [un] hermano muy guapo,0
TCW1_S,./data/processed/exercises/TCW1_S_E10.txt,(guabo) [guapo],1
TCW1_S,./data/processed/exercises/TCW1_S_E03.txt,me encanta hacer mucho (deportes) [deporte] / recibí (mucho) [muchos] deberes,1
TCW1_S,./data/processed/exercises/TCW1_S_E12.txt,desde [que] era pequeño,0
TCW1_S,./data/processed/exercises/TCW1_S_E11.txt,(mi familia y yo) [a mi familia y a mí] nos gusta viajar,0
TCW1_S,./data/processed/exercises/TCW1_S_E15.txt,espero volverme (la) [una] persona,0
TCW1_S,./data/processed/exercises/TCW1_S_E14.txt,aunque (recibí) [me pusieron] muchos deberes,0
TCW1_S,./data/processed/exercises/TCW1_S_E06.txt,"fui a viajar (en) [a] Japón en 2018 / viajé (en) [a] Nepal / viajé (en) [a] Francia, Alemania, Holanda y españa / entré [en] la escuela secundaria",0
TCW1_S,./data/processed/exercises/TCW1_S_E09.txt,empecé la vida (escolar) [académica] en mi universidad,1
TCW1_S,./data/processed/exercises/TCW1_S_E04.txt,(de) [desde] 2021 (al) [hasta] ahora,0
TCW1_S,./data/processed/exercises/TCW1_S_E08.txt,"viajé a Francia, Alemania, (Holandesa) [Holanda] y España",1
TCW1_S,./data/processed/exercises/TCW1_S_E05.txt,en agosto [de] este año,1
TCW1_S,./data/processed/exercises/TCW1_S_E02.txt,(special) [especiales],0
TCW1_S,./data/processed/exercises/TCW1_S_E07.txt,(exquistezes) [exquisiteces],0
TCW1_S,./data/processed/exercises/TCW1_S_E13.txt,espero volverme (una gente útil) [una persona útil],0
PNA1_S,./data/processed/exercises/PNA1_S_E10.txt,Nací en enero (en) [de] 2004,1
PNA1_S,./data/processed/exercises/PNA1_S_E06.txt,(tuvé) [tuve] / (hicé) [hice],1
PNA1_S,./data/processed/exercises/PNA1_S_E11.txt,"Cuando tenía cinco años, (yo) fui a la escuela",1
PNA1_S,./data/processed/exercises/PNA1_S_E04.txt,(y) [e] hice,0
PNA1_S,./data/processed/exercises/PNA1_S_E05.txt,(descubré) [descubrí],0
PNA1_S,./data/processed/exercises/PNA1_S_E02.txt,cuando (soy) [tenía] ocho años,1
PNA1_S,./data/processed/exercises/PNA1_S_E12.txt,descubrí [que] Papá Noel no existe,0
PNA1_S,./data/processed/exercises/PNA1_S_E09.txt,descubrí que (el) Papá Noel no existe,1
PNA1_S,./data/processed/exercises/PNA1_S_E14.txt,(este) [esto] fue horrible,0
PNA1_S,./data/processed/exercises/PNA1_S_E01.txt,esto (estuvo) [fue] horrible,0
PNA1_S,./data/processed/exercises/PNA1_S_E13.txt,esto fue (muy) horrible,1
PNA1_S,./data/processed/exercises/PNA1_S_E07.txt,cuando terminé (a) la escuela,1
PNA1_S,./data/processed/exercises/PNA1_S_E15.txt,Allí (visté) [visité] a mi tía,1
PNA1_S,./data/processed/exercises/PNA1_S_E03.txt,ahora soy estudiante [de] intercambio,0
PNA1_S,./data/processed/exercises/PNA1_S_E08.txt,soy estudiante de intercambio (a) [en] la Universidad de Navarra,0
AKA1_S,./data/processed/exercises/AKA1_S_E04.txt,nací (en) el (primero) [1] de (Julio) [julio] / (en) [de] (dos mil dos) [2002] / desde verano [de] (dos mil veintidós) [2022],1
AKA1_S,./data/processed/exercises/AKA1_S_E05.txt,en (una) [un] hospital / la escuela (secundario) [secundaria],1
AKA1_S,./data/processed/exercises/AKA1_S_E03.txt,un hospital (en) [de] la ciudad Bielefeld / la escuela secundaria (en) [de] mi pueblo,0
AKA1_S,./data/processed/exercises/AKA1_S_E15.txt,(cuidad) [ciudad] / (juegé) [jugué] / (vaccaciones) [vacaciones] / (graduation) [graduación] / (una banka) [un banco],1
AKA1_S,./data/processed/exercises/AKA1_S_E09.txt,(mis) [mi] tercer cumpleaños,0
AKA1_S,./data/processed/exercises/AKA1_S_E08.txt,mi (tercero) [tercer] cumpleaños,0
AKA1_S,./data/processed/exercises/AKA1_S_E11.txt,(desde) hasta [los] dieciséis años,0
AKA1_S,./data/processed/exercises/AKA1_S_E07.txt,(fuí) [fui] / (dieciseis) [dieciséis] / (obtuvé) [obtuve] / (dos mil veintedos) [dos mil veintidós],1
AKA1_S,./data/processed/exercises/AKA1_S_E10.txt,hice [a] mi amiga favorita,0
AKA1_S,./data/processed/exercises/AKA1_S_E14.txt,desde hace siete años (hice) [tengo] un perro,1
AKA1_S,./data/processed/exercises/AKA1_S_E12.txt,pero él vive con mi familia (en) [por] el momento,1
AKA1_S,./data/processed/exercises/AKA1_S_E06.txt,fui (en) [a] Nueva York,0
AKA1_S,./data/processed/exercises/AKA1_S_E02.txt,mi [decimoctavo] cumpleaños (de dieciocho),1
AKA1_S,./data/processed/exercises/AKA1_S_E01.txt,fui a (New) [Nueva] York,1
AKA1_S,./data/processed/exercises/AKA1_S_E13.txt,(fue voluntario) [fui voluntaria],0
AHJ1_S,./data/processed/exercises/AHJ1_S_E11.txt,(hasta tuve 3 años) [hasta que cumplí los 3 años] / (hasta tuve 22 años) [hasta que cumplí los 22 años],0
AHJ1_S,./data/processed/exercises/AHJ1_S_E07.txt,después nos mudamos (en) [a] una casa grande,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E10.txt,(deste) [desde] / (jugé) [jugué] / (voleybol) [voleibol] / (quatro) [cuatro],1
AHJ1_S,./data/processed/exercises/AHJ1_S_E08.txt,(empezé) [empecé],0
AHJ1_S,./data/processed/exercises/AHJ1_S_E06.txt,(y) [e] hice,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E12.txt,(obtuve) [hice] una amiga,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E13.txt,para [toda la] vida,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E15.txt,(ella) [su] nombre es Damaris,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E05.txt,empecé [a] estudiar,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E09.txt,jugué desde (hace) [los] quince años,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E14.txt,"fui (un) [una] ""au pair"" / como (empleado) [empleada] industrial",1
AHJ1_S,./data/processed/exercises/AHJ1_S_E03.txt,desde julio [de] 2022 hasta agosto [de] 2023,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E02.txt,(para) [por] un año / (para) [por] cuatro meses,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E04.txt,empecé (una práctica) [unas prácticas],0
AHJ1_S,./data/processed/exercises/AHJ1_S_E01.txt,empecé a estudiar (Business Administration) [Administración de Empresas],1
GMO1_S,./data/processed/exercises/GMO1_S_E04.txt,(biografia) [biografía] / (electronicos) [electrónicos] / (futbol) [fútbol] / (fué) [fue] / (proximos) [próximos] / (tia) [tía] / (dificil) [difícil],1
GMO1_S,./data/processed/exercises/GMO1_S_E03.txt,en (la central) [el centro] de la ciudad de Atenas,0
GMO1_S,./data/processed/exercises/GMO1_S_E15.txt,puedo recordar (muchas) [mucho] sobre mí mismo,0
GMO1_S,./data/processed/exercises/GMO1_S_E01.txt,sobre (mi) [mí] mismo / porque (el) (él) iba,0
GMO1_S,./data/processed/exercises/GMO1_S_E02.txt,por (exemplo) [ejemplo],1
GMO1_S,./data/processed/exercises/GMO1_S_E05.txt,"dos gatos, una naranja y (un) [el otro] negro",1
GMO1_S,./data/processed/exercises/GMO1_S_E11.txt,la escuela (primera) [primaria],1
GMO1_S,./data/processed/exercises/GMO1_S_E12.txt,y mi [mejor] amigo (mejor) / la [mejor] persona (mejor),0
GMO1_S,./data/processed/exercises/GMO1_S_E06.txt,no puedo recordar (a) muchas cosas,1
GMO1_S,./data/processed/exercises/GMO1_S_E14.txt,los años (próximos) [siguientes] fueron,0
GMO1_S,./data/processed/exercises/GMO1_S_E13.txt,él iba (en) [a] una escuela diferente / estoy en Pamplona en España (para) [por] 4 meses,0
GMO1_S,./data/processed/exercises/GMO1_S_E08.txt,(tuve el mejor tiempo del mundo) [pasé el mejor momento de mi vida],1
GMO1_S,./data/processed/exercises/GMO1_S_E07.txt,"en (este) [ese] momento, era la mejor persona",0
GMO1_S,./data/processed/exercises/GMO1_S_E09.txt,desde (a) los 18,0
GMO1_S,./data/processed/exercises/GMO1_S_E10.txt,por un (program) [programa de] intercambio,0
CGT1_S,./data/processed/exercises/CGT1_S_E14.txt,no recuerdo muchas cosas de (edad 1-6) [mis primeros seis años de vida],1
CGT1_S,./data/processed/exercises/CGT1_S_E02.txt,recuerdo un (familia) viaje [familiar] a Taiwán,1
CGT1_S,./data/processed/exercises/CGT1_S_E11.txt,(Taiwan) [Taiwán],1
CGT1_S,./data/processed/exercises/CGT1_S_E09.txt,conocí [a] la gente local / conocí [a] mi primera mejor amiga,0
CGT1_S,./data/processed/exercises/CGT1_S_E12.txt,"(después de) 3 años [después], hice otro viaje",1
CGT1_S,./data/processed/exercises/CGT1_S_E08.txt,"3 años después, (tuve) [hice] otro viaje",0
CGT1_S,./data/processed/exercises/CGT1_S_E13.txt,fui con compañeros (en) [de] la escuela / el primer año (en) [de] la escuela secundaria,0
CGT1_S,./data/processed/exercises/CGT1_S_E05.txt,"(en) el primer año de la escuela secundaria, fui / (en) el año pasado, enseñé un curso",0
CGT1_S,./data/processed/exercises/CGT1_S_E15.txt,fui (a un) [de] viaje de estudios a Reino Unido,1
CGT1_S,./data/processed/exercises/CGT1_S_E03.txt,conocí a mi primera mejor amiga en (este) [ese] viaje,0
CGT1_S,./data/processed/exercises/CGT1_S_E04.txt,fueron (el mejor tiempo en) [los mejores momentos de] mi vida,1
CGT1_S,./data/processed/exercises/CGT1_S_E06.txt,conocí a la gente local (muy) [tan] amable,0
CGT1_S,./data/processed/exercises/CGT1_S_E01.txt,soy (un) [una] estudiante de intercambio,1
CGT1_S,./data/processed/exercises/CGT1_S_E07.txt,soy una estudiante de intercambio (a) [en] la Universidad de Navarra,0
CGT1_S,./data/processed/exercises/CGT1_S_E10.txt,el primer viaje (sin un padre o maestro) [a solas] con mis amigos,0
CGS1_S,./data/processed/exercises/CGS1_S_E09.txt,"soy de Canada y (yo) nací en 2002 / no recuerdo mucho de mis primeros años de vida, pero (yo) sé",0
CGS1_S,./data/processed/exercises/CGS1_S_E12.txt,pero yo (se) [sé],0
CGS1_S,./data/processed/exercises/CGS1_S_E11.txt,(en) [el] 5 de (Enero) [enero],0
CGS1_S,./data/processed/exercises/CGS1_S_E10.txt,(uno) [un] año,0
CGS1_S,./data/processed/exercises/CGS1_S_E14.txt,conocí [a] mi amiga / adoptamos [a] mis gatos / perdí [a] mis abuelos,0
CGS1_S,./data/processed/exercises/CGS1_S_E04.txt,(tambien) [también] / (proximos) [próximos],1
CGS1_S,./data/processed/exercises/CGS1_S_E08.txt,"(También, ) [Además, ]",0
CGS1_S,./data/processed/exercises/CGS1_S_E13.txt,"el año (próximo) [siguiente], conocí / los dos años (próximos) [siguientes] fueron difíciles",0
CGS1_S,./data/processed/exercises/CGS1_S_E07.txt,conocí a (una) otra amiga,1
CGS1_S,./data/processed/exercises/CGS1_S_E06.txt,escuela (secundario) [secundaria] / (mucho) [mucha] felicidad,1
CGS1_S,./data/processed/exercises/CGS1_S_E05.txt,(escuala) [escuela] / (secondaria) [secundaria] / (felizidad) [felicidad] / (differentes) [diferentes] / mi (compleaños) [cumpleaños],1
CGS1_S,./data/processed/exercises/CGS1_S_E01.txt,(me da mucha felicidad) [me hace muy feliz],1
CGS1_S,./data/processed/exercises/CGS1_S_E02.txt,mis compañeros de (cuaderno) [clase],0
CGS1_S,./data/processed/exercises/CGS1_S_E03.txt,mis compañeros de clase y yo [nos] conocimos,0
CGS1_S,./data/processed/exercises/CGS1_S_E15.txt,estoy (en) [de] intercambio,0
FDS1_S,./data/processed/exercises/FDS1_S_E10.txt,(empiecé) [empecé],0
FDS1_S,./data/processed/exercises/FDS1_S_E04.txt,(Paris) [París] / (Turquia) [Turquía] / (Africa) [África] / (politica) [política],1
FDS1_S,./data/processed/exercises/FDS1_S_E06.txt,cuando (fui) [tenía] 8 años / cuando (fui) [tenía] 14 años,1
FDS1_S,./data/processed/exercises/FDS1_S_E11.txt,me mudé (en) [a] una nueva casa,0
FDS1_S,./data/processed/exercises/FDS1_S_E01.txt,empecé (el) [a hacer] teatro,0
FDS1_S,./data/processed/exercises/FDS1_S_E14.txt,representamos [a] Francia dos veces,0
FDS1_S,./data/processed/exercises/FDS1_S_E02.txt,mi (tercero) [tercer] viaje,0
FDS1_S,./data/processed/exercises/FDS1_S_E08.txt,(sud) [sur],0
FDS1_S,./data/processed/exercises/FDS1_S_E05.txt,(deviní) [me hice] voluntaria,0
FDS1_S,./data/processed/exercises/FDS1_S_E09.txt,voluntaria (por) [para] Greenpeace,0
FDS1_S,./data/processed/exercises/FDS1_S_E07.txt,durante (todo) [toda] la escuela secundaria / durante (esta) [este] año / (un) [una] enfermedad muy (raro) [rara],1
FDS1_S,./data/processed/exercises/FDS1_S_E12.txt,conocí a mi mejor amiga Sofia durante (esta) [esa] etapa de mi vida,0
FDS1_S,./data/processed/exercises/FDS1_S_E03.txt,para estudiar (a) [en] la universidad,0
FDS1_S,./data/processed/exercises/FDS1_S_E15.txt,(ciensia) [ciencia] / (paralisada) [paralizada],1
FDS1_S,./data/processed/exercises/FDS1_S_E13.txt,y (fui) [quedé] paralizada,1
CMJ1_S,./data/processed/exercises/CMJ1_S_E06.txt,conocí [a] mi mejor amiga,0
CMJ1_S,./data/processed/exercises/CMJ1_S_E01.txt,no (hube) [tenía] muchos deberes,1
CMJ1_S,./data/processed/exercises/CMJ1_S_E07.txt,no tenía muchos deberes ni (hice muchas) [viví grandes] cosas,0
CMJ1_S,./data/processed/exercises/CMJ1_S_E09.txt,participé en (alguna) [algunas] competiciones,1
CMJ1_S,./data/processed/exercises/CMJ1_S_E02.txt,me (pensé) [sentí] muy feliz por cocinar con mi familia,1
CMJ1_S,./data/processed/exercises/CMJ1_S_E03.txt,me sentí muy feliz [por] cocinar con mi familia,0
CMJ1_S,./data/processed/exercises/CMJ1_S_E04.txt,"no pude salir, (también) [tampoco] pude ir a la escuela",0
CMJ1_S,./data/processed/exercises/CMJ1_S_E10.txt,me (encanta) [encantan] el clima y la comida,0
CMJ1_S,./data/processed/exercises/CMJ1_S_E05.txt,no recuerdo (a personas ni eventos) [nada ni a nadie],1
CMJ1_S,./data/processed/exercises/CMJ1_S_E13.txt,no recuerdo nada (y) [ni] a nadie,0
CMJ1_S,./data/processed/exercises/CMJ1_S_E08.txt,no recuerdo nada ni a nadie [de] antes,0
CMJ1_S,./data/processed/exercises/CMJ1_S_E11.txt,"[Finalmente, ] [Por último, ] en 2024 llegué",0
CMJ1_S,./data/processed/exercises/CMJ1_S_E14.txt,allí (comí) [probé] comida deliciosa,1
CMJ1_S,./data/processed/exercises/CMJ1_S_E15.txt,[me] fui sola a Japón,0
CMJ1_S,./data/processed/exercises/CMJ1_S_E12.txt,conduzco (el coche) [los coches] de mis amigos,0
CXY1_S,./data/processed/exercises/CXY1_S_E11.txt,viajé a muchas (cuidades) [ciudades],1
CXY1_S,./data/processed/exercises/CXY1_S_E05.txt,con (mis) [mi] familia,1
CXY1_S,./data/processed/exercises/CXY1_S_E10.txt,(empecé a estudiar) [estudié] en la secundaria de 2008 a 2022,0
CXY1_S,./data/processed/exercises/CXY1_S_E03.txt,(desde) [de] 2008 a 2022 / (desde) [de] 2024 a 2025,0
CXY1_S,./data/processed/exercises/CXY1_S_E13.txt,"(durante) [a] los 14 años, mi vida era muy ajetreada",0
CXY1_S,./data/processed/exercises/CXY1_S_E04.txt,mi vida era muy (ocupada) [ajetreada],1
CXY1_S,./data/processed/exercises/CXY1_S_E09.txt,mi vida era muy (ajetreado) [ajetreada] / fuimos a (muchas) [muchos] lugares,1
CXY1_S,./data/processed/exercises/CXY1_S_E06.txt,pero conocí [a] muchas buenas amigas,0
CXY1_S,./data/processed/exercises/CXY1_S_E07.txt,muchas [buenas] amigas (buenas),0
CXY1_S,./data/processed/exercises/CXY1_S_E15.txt,(normalmente) [siempre] estaba feliz de jugar con ellas,0
CXY1_S,./data/processed/exercises/CXY1_S_E12.txt,tuve un examen importante (hasta) [en] 2022,0
CXY1_S,./data/processed/exercises/CXY1_S_E01.txt,fue muy (monumental) [memorable],1
CXY1_S,./data/processed/exercises/CXY1_S_E08.txt,(tuve) [hice] una pasantía,1
CXY1_S,./data/processed/exercises/CXY1_S_E14.txt,hice una (práctica) [pasantía],1
CXY1_S,./data/processed/exercises/CXY1_S_E02.txt,durante (mi vacación) [mis vacaciones] de verano,0
CZY1_S,./data/processed/exercises/CZY1_S_E01.txt,para (mi) [mí],0
CZY1_S,./data/processed/exercises/CZY1_S_E03.txt,(Chino) [China] / (Sydney) [Sídney],1
CZY1_S,./data/processed/exercises/CZY1_S_E02.txt,"(También, ) [Además, ]",0
CZY1_S,./data/processed/exercises/CZY1_S_E04.txt,antes de (nacir) [nacer] / (jugé) [jugué] / (vivé) [viví],1
CZY1_S,./data/processed/exercises/CZY1_S_E07.txt,estudié chino (antes de nacer) [desde que nací],0
CZY1_S,./data/processed/exercises/CZY1_S_E06.txt,hasta [el] año 2010,0
CZY1_S,./data/processed/exercises/CZY1_S_E11.txt,gané (un medal) [una medalla] en 2019,0
CZY1_S,./data/processed/exercises/CZY1_S_E14.txt,(emprezé) [empecé],0
CZY1_S,./data/processed/exercises/CZY1_S_E10.txt,empecé [a] jugar,0
CZY1_S,./data/processed/exercises/CZY1_S_E15.txt,jugar [al] fútbol,1
CZY1_S,./data/processed/exercises/CZY1_S_E09.txt,(encontré) [conocí] a mis amigos,1
CZY1_S,./data/processed/exercises/CZY1_S_E08.txt,conocí [a] mis amigos,0
CZY1_S,./data/processed/exercises/CZY1_S_E05.txt,(mi familia y yo gustamos) [a mi familia y a mí nos gustó] la ciudad,0
CZY1_S,./data/processed/exercises/CZY1_S_E13.txt,(supe) [aprendí a] conducir en el verano de 2022,1
CZY1_S,./data/processed/exercises/CZY1_S_E12.txt,trabajé en una empresa por dos (mesas) [meses] / he vivido en Pamplona durante (una mesa) [un mes],0
EPA1_C,./data/processed/exercises/EPA1_C_E03.txt,estoy (escribiendole) [escribiéndole] / (ibamos) [íbamos] a vivir / (proxima) [próxima] / (dias) [días] / (todavia) [todavía] /  y (dijó) [dijo],1
EPA1_C,./data/processed/exercises/EPA1_C_E12.txt,(al pasar dos semanas) [al cabo de dos semanas],1
EPA1_C,./data/processed/exercises/EPA1_C_E06.txt,de una manera fácil y sin (argumentos) [discusiones],0
EPA1_C,./data/processed/exercises/EPA1_C_E05.txt,la comida que yo estaba metiendo en la nevera (se) desaparecía,0
EPA1_C,./data/processed/exercises/EPA1_C_E07.txt,le (pregunte) [pregunté] a mi compañera si había / a (mi) [mí] me pareció / explicarle (como) [cómo] lo resolví / no sabía (que) [qué] hacer,0
EPA1_C,./data/processed/exercises/EPA1_C_E04.txt,alguna posibilidad [de] que / la idea [de] que yo debería / sorprendida [de] que yo la hubiese llamado / aliviada [de] que pudiéramos,0
EPA1_C,./data/processed/exercises/EPA1_C_E02.txt,alguna posibilidad de que ella [se] estuviera comiendo mi comida / estaba ella (comiendo) [comiéndose] mi almuerzo,0
EPA1_C,./data/processed/exercises/EPA1_C_E08.txt,[a] la mañana siguiente fui a recoger mi comida,1
EPA1_C,./data/processed/exercises/EPA1_C_E09.txt,estaba (tan) [muy] frustrada y confundida porque la única,0
EPA1_C,./data/processed/exercises/EPA1_C_E01.txt,entonces llamé a (nuestra House Manager) [la encargada de nuestro piso],1
EPA1_C,./data/processed/exercises/EPA1_C_E13.txt,si seguía haciendo eso la iban a (cambiar de) [echar del] piso,0
EPA1_C,./data/processed/exercises/EPA1_C_E14.txt,y (paró de comer) [dejó de comerse] mi comida,0
EPA1_C,./data/processed/exercises/EPA1_C_E15.txt,"íbamos a cenar juntas una vez a la semana, (donde nos turnamos) [turnándonos]",1
EPA1_C,./data/processed/exercises/EPA1_C_E11.txt,(tomando turnos cocinando) [turnándonos para cocinar],1
