participant_ID,text_file,error,goal_aligned,relevant_goals,interesting_content,ownership,understanding,positive_emotion
FTR1_I,./data/processed/exercises/FTR1_I_E14.txt,así [que] es,1,1,0,1,1,1
FTR1_I,./data/processed/exercises/FTR1_I_E15.txt,(similaritud) [similitud],1,1,1,1,1,1
FCY1_I,./data/processed/exercises/FCY1_I_E01.txt,era (del numérico) [digital] / (utilizador) [usuario],0,0,0,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E02.txt,asegurarse [de] que,0,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E03.txt,(llenar) [cubrir] la demanda,0,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E04.txt,(bajo) [por debajo] de / pasatiempos (en) [al] aire libre,1,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E05.txt,como (le) [lo] hemos visto antes,0,1,0,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E06.txt,es importante (de) tener en cuenta que,0,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E07.txt,(faltan) [escasean],1,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E08.txt,reemplazarán (el) [lo] humano / (el) [lo] natural es vernos,1,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E09.txt,(jovenes) [jóvenes],0,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E10.txt,(el médico) [la medicina],1,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E11.txt,las (buenas y las malas) [ventajas y las] desventajas,0,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E12.txt,Pellicer (desarrolla en) [argumenta] que la inteligencia artificial sería buena,0,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E13.txt,mala (habitud) [costumbre],1,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E14.txt,así como (al fuera) [fuera] de este,0,1,1,0,1,0
FCY1_I,./data/processed/exercises/FCY1_I_E15.txt,ámbitos (del cotidiano) [de la vida cotidiana],0,1,0,0,1,0
FGC2_S,./data/processed/exercises/FGC2_S_E01.txt,Mi hermano nació en 2004 y (él) es una persona importante en mi vida,0,1,1,1,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E02.txt,"Empecé a jugar al fútbol en 2007, en un equipo local, fue muy (rápido) [pronto]",1,1,0,1,1,0
FGC2_S,./data/processed/exercises/FGC2_S_E03.txt,la copa de (europa) [Europa],1,1,1,1,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E04.txt,(Ese año en otoño) [En el otoño de ese año] empecé la escuela,0,1,1,0,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E05.txt,Mi abuela (estaba) [se puso] muy triste,1,1,1,1,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E06.txt,(miré) [vi] este partido por la (televisión) [tele],1,1,1,1,1,0
FGC2_S,./data/processed/exercises/FGC2_S_E07.txt,En 2016 mi familia (tuvo) [adoptó a] una mascota,1,1,1,1,0,1
FGC2_S,./data/processed/exercises/FGC2_S_E08.txt,"Un perro, (que está muy cerca de mi corazón) [al que quiero mucho]",0,1,0,1,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E09.txt,"Es un pueblo muy pequeño, pero (tienen) [tiene] una escuela secundaria superior de deportes",1,1,1,1,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E10.txt,Conocí [a] muchas personas allí,1,1,1,1,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E11.txt,"Muchas personas allí, (quienes) [que] son mis buenos amigos",1,1,1,0,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E13.txt,A los 18 (tuvo) [obtuve] el permiso de conducir,0,1,1,0,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E15.txt,En 2021 (completé) [terminé] la escuela,1,1,0,1,1,0
FGC2_S,./data/processed/exercises/FGC2_S_E14.txt,Y (terminé jugando) [dejé de jugar] al fútbol,1,1,1,1,1,1
FGC2_S,./data/processed/exercises/FGC2_S_E12.txt,(Completé) [hice] el servicio militar,0,1,0,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E01.txt,(Yo) nací el 11 de septiembre de 2001,1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E04.txt,Nací (en) [el] / (once) [11 de] (Septiembre) / [septiembre de] 2001,1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E02.txt,(Belgicá) [Bélgica] / enfermedad (cronica) [crónica] / (dificil) [difícil] / (tambien) [también],1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E03.txt,Las etapas (muy importante) [más importantes] de mi vida,1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E06.txt,(de) [desde] mi nacimiento (a) [hasta los] 16 años,1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E05.txt,"Desde mi nacimiento hasta los 16 años, (estaba) [fui] una chica muy feliz / (estaba) [fue] un momento muy difícil / (estaba) [fue] la mejor etapa de mi vida",0,1,0,1,0,1
BEA1_S,./data/processed/exercises/BEA1_S_E07.txt,"Cuando tenía 16 años, (tenía) [me diagnosticaron] una enfermedad crónica",1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E14.txt,Los años (siguiente) [siguientes] / (mi) [mis] amigos,1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E08.txt,Fui a Reino Unido (por) [para] estudiar,1,1,1,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E11.txt,(cinqo) [cinco] meses / (quando) [cuando],1,1,1,0,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E10.txt,(encanté) [conocí a],1,1,1,1,0,1
BEA1_S,./data/processed/exercises/BEA1_S_E13.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta [mucho] ese lugar (mucho)",1,1,1,1,0,1
BEA1_S,./data/processed/exercises/BEA1_S_E12.txt,"El año pasado fui a Budapest por una escuela de verano, me gusta mucho (este) [ese] lugar / (Este) [Esto] me hizo muy feliz",1,1,1,0,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E15.txt,Esto me (dio) [hizo] / (mucho) [muy] feliz,0,1,0,1,1,1
BEA1_S,./data/processed/exercises/BEA1_S_E09.txt,escribí (un systematic review) [una revisión sistemática],1,1,1,1,1,0
FJE1_S,./data/processed/exercises/FJE1_S_E06.txt,Yo nací (en) [el] (cinco) [5] de abril de 2005 en Francia,1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E07.txt,No (me recuerde) [recuerdo] mi vida,1,0,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E03.txt,(desde) [de] 2005 a 2010,1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E14.txt,sé que (fue) [fueron] buenos momentos / (fue) [fueron] dos momentos muy (difícil) [difíciles] en mi vida,0,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E13.txt,estudié en (este) [esta] ciudad hasta 2020 / (una) [un] día mi abuela,1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E02.txt,(conicí) [conocí],1,1,1,1,1,0
FJE1_S,./data/processed/exercises/FJE1_S_E05.txt,Conocí [a] muchas amigas,1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E04.txt,(Hice) [Llevé] una vida muy feliz,1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E01.txt,mi abuela (enfermedó) [enfermó],1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E15.txt,(adoptó) [adopté a] un perro que se llama Sparrow,1,1,0,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E11.txt,perdí (una otra) [a otra] abuela,1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E08.txt,mi (vade) [vida],1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E12.txt,fue mi profesora de (Frances) [francés],0,1,1,1,1,0
FJE1_S,./data/processed/exercises/FJE1_S_E10.txt,(hizé) [cursé] el bachillerato,1,1,1,1,1,1
FJE1_S,./data/processed/exercises/FJE1_S_E09.txt,cursé el (BAC) [bachillerato],0,1,1,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E01.txt,nació en (Thessaloniki) [Tesalónica/Salónica] / (Napoli) [Nápoles] / y empezó a estudiar Química en (Aristotel Universidad de Thessaloniki) [la Universidad Aristóteles de Salónica] / estudió durante un año en (Ioannia Universidad) [en la Universidad de Ioánina],0,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E10.txt,nació en Salónica (en) [el] cuatro de (Octubre) [octubre] (en) [de] 2002,1,0,1,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E07.txt,el (quatro) [cuatro] de octubre / y empezó (Qumíqa) [Química],0,0,1,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E02.txt,terminó (sus) [su] escuela secundaria / en (sus) [su] ciudad,0,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E03.txt,(viajo) [viajó],0,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E08.txt,y empezó [a estudiar] Química en la Universidad Aristóteles de Salónica (estudiar) en 2022,1,0,1,0,0,1
GKN1_S,./data/processed/exercises/GKN1_S_E06.txt,estudió durante (uno) [un] año en la Universidad de Ioánina,0,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E14.txt,(simulatáneamente) [simultáneamente],0,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E15.txt,(Inglés) [inglés] / (Aleman) [alemán],1,0,1,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E12.txt,como (lider) [líder] de grupo / (certificadó) [certificado] / (aleman) [alemán],0,1,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E04.txt,como (líder de grupo) [monitora],0,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E09.txt,viajó sola por primera vez (en) [a] Italia,1,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E13.txt,En 2016 [obtuvo el] certificado de inglés (C2) de nivel [C2] / [el] certificado de alemán (B2) de nivel [B2],1,0,1,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E11.txt,(desde) hace 10 meses participó en una competición de baile,0,0,0,1,1,1
GKN1_S,./data/processed/exercises/GKN1_S_E05.txt,(una baile competición) [una competición de baile] / clases de (oriental) baile [oriental],0,0,0,1,1,1
CFI1_S,./data/processed/exercises/CFI1_S_E01.txt,Nací el 28 de agosto [de] 2002 / En noviembre [de] 2007,0,0,0,1,0,0
CFI1_S,./data/processed/exercises/CFI1_S_E02.txt,muchos de mis [primeros] años (primeros),0,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E03.txt,muchos de mis (primeras) [primeros] años,0,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E04.txt,[nos] mudamos a la calle Albertus / [me] cambié a una nueva escuela,0,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E05.txt,(después de) dos años [después de] que mi hermano naciera,0,0,0,1,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E06.txt,(aquí) [ahí] empecé,0,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E07.txt,empecé (a) [en] una nueva escuela / escogí (a) mudarme / estudié (a) [en] JRR por 4 años,0,0,0,0,0,0
CFI1_S,./data/processed/exercises/CFI1_S_E10.txt,"(Pues, ) [Así pues, ] nos mudamos",0,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E09.txt,[séptimo] grado (7),0,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E15.txt,una escuela solo (por) [para] chicas,1,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E12.txt,conocí [a] dos de mis mejores amigas / adoptamos [a] Luna,0,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E08.txt,"Luna, (un perro) [una perra]",0,0,0,0,0,0
CFI1_S,./data/processed/exercises/CFI1_S_E11.txt,mis cursos (estaban) [eran] todos en línea,1,0,0,0,1,0
CFI1_S,./data/processed/exercises/CFI1_S_E14.txt,(emperezas) [empresas],0,0,0,0,1,1
CFI1_S,./data/processed/exercises/CFI1_S_E13.txt,(respectadas) [respetadas],0,0,0,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E02.txt,soy (Holandesa) [holandesa],1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E04.txt,mi familia es de (Surinama) [Surinam] / (Rotterdam) [Róterdam] / (Capelle a/d Ijssel) [Capelle aan den IJssel],0,0,1,0,0,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E05.txt,Nosotros [nos] mudamos,0,0,0,0,0,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E09.txt,pero (mudamos atrás) [volvimos],1,0,0,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E06.txt,(fue mi) [fueron mis] vacaciones (favorita) [favoritas],1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E10.txt,Hace tres meses (pasado) mi bisabuela murió,1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E01.txt,hace tres meses (la madre de mi abuela) [mi bisabuela] murió,1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E15.txt,en el primer año de [la] escuela secundaria / en [la] escuela secundaria,0,0,0,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E13.txt,también (hubí) [conocí],1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E03.txt,(mi) [mis] cinco amigas,1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E14.txt,mis (5) [cinco] amigas,0,0,0,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E07.txt,En 2020 mi padre (adoptivo) [adoptó],1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E11.txt,conocí [a] mis cinco amigas / mi padre adoptó [a] mi perro,1,0,1,0,0,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E08.txt,es (un mix) [un cruce],1,0,1,0,1,0
PBJ1_S,./data/processed/exercises/PBJ1_S_E12.txt,de shih tzu y (malteser) [bichón maltés],1,0,1,0,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E01.txt,tengo (uno) [un] hermano muy guapo,1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E10.txt,(guabo) [guapo],1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E03.txt,me encanta hacer mucho (deportes) [deporte] / recibí (mucho) [muchos] deberes,1,1,1,1,1,0
TCW1_S,./data/processed/exercises/TCW1_S_E12.txt,desde [que] era pequeño,1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E11.txt,(mi familia y yo) [a mi familia y a mí] nos gusta viajar,1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E15.txt,espero volverme (la) [una] persona,1,1,0,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E14.txt,aunque (recibí) [me pusieron] muchos deberes,0,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E06.txt,"fui a viajar (en) [a] Japón en 2018 / viajé (en) [a] Nepal / viajé (en) [a] Francia, Alemania, Holanda y españa / entré [en] la escuela secundaria",1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E09.txt,empecé la vida (escolar) [académica] en mi universidad,1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E04.txt,(de) [desde] 2021 (al) [hasta] ahora,0,0,1,1,0,1
TCW1_S,./data/processed/exercises/TCW1_S_E08.txt,"viajé a Francia, Alemania, (Holandesa) [Holanda] y España",1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E05.txt,en agosto [de] este año,1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E02.txt,(special) [especiales],0,1,0,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E07.txt,(exquistezes) [exquisiteces],1,1,1,1,1,1
TCW1_S,./data/processed/exercises/TCW1_S_E13.txt,espero volverme (una gente útil) [una persona útil],1,1,0,1,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E10.txt,Nací en enero (en) [de] 2004,1,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E06.txt,(tuvé) [tuve] / (hicé) [hice],0,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E11.txt,"Cuando tenía cinco años, (yo) fui a la escuela",0,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E04.txt,(y) [e] hice,0,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E05.txt,(descubré) [descubrí],1,1,1,0,0,1
PNA1_S,./data/processed/exercises/PNA1_S_E02.txt,cuando (soy) [tenía] ocho años,0,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E12.txt,descubrí [que] Papá Noel no existe,1,1,1,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E09.txt,descubrí que (el) Papá Noel no existe,1,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E14.txt,(este) [esto] fue horrible,1,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E01.txt,esto (estuvo) [fue] horrible,1,1,1,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E13.txt,esto fue (muy) horrible,1,1,1,1,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E07.txt,cuando terminé (a) la escuela,0,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E15.txt,Allí (visté) [visité] a mi tía,0,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E03.txt,ahora soy estudiante [de] intercambio,0,1,0,0,1,1
PNA1_S,./data/processed/exercises/PNA1_S_E08.txt,soy estudiante de intercambio (a) [en] la Universidad de Navarra,1,1,0,0,0,1
AKA1_S,./data/processed/exercises/AKA1_S_E04.txt,nací (en) el (primero) [1] de (Julio) [julio] / (en) [de] (dos mil dos) [2002] / desde verano [de] (dos mil veintidós) [2022],1,0,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E05.txt,en (una) [un] hospital / la escuela (secundario) [secundaria],0,0,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E03.txt,un hospital (en) [de] la ciudad Bielefeld / la escuela secundaria (en) [de] mi pueblo,1,0,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E15.txt,(cuidad) [ciudad] / (juegé) [jugué] / (vaccaciones) [vacaciones] / (graduation) [graduación] / (una banka) [un banco],1,0,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E09.txt,(mis) [mi] tercer cumpleaños,1,1,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E08.txt,mi (tercero) [tercer] cumpleaños,1,0,0,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E11.txt,(desde) hasta [los] dieciséis años,1,0,1,1,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E07.txt,(fuí) [fui] / (dieciseis) [dieciséis] / (obtuvé) [obtuve] / (dos mil veintedos) [dos mil veintidós],1,0,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E10.txt,hice [a] mi amiga favorita,1,0,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E14.txt,desde hace siete años (hice) [tengo] un perro,0,0,0,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E12.txt,pero él vive con mi familia (en) [por] el momento,0,0,0,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E06.txt,fui (en) [a] Nueva York,1,0,1,0,1,0
AKA1_S,./data/processed/exercises/AKA1_S_E02.txt,mi [decimoctavo] cumpleaños (de dieciocho),0,1,1,0,0,1
AKA1_S,./data/processed/exercises/AKA1_S_E01.txt,fui a (New) [Nueva] York,1,0,1,1,0,0
AKA1_S,./data/processed/exercises/AKA1_S_E13.txt,(fue voluntario) [fui voluntaria],1,1,1,0,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E11.txt,(hasta tuve 3 años) [hasta que cumplí los 3 años] / (hasta tuve 22 años) [hasta que cumplí los 22 años],0,1,0,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E07.txt,después nos mudamos (en) [a] una casa grande,0,1,0,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E10.txt,(deste) [desde] / (jugé) [jugué] / (voleybol) [voleibol] / (quatro) [cuatro],1,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E08.txt,(empezé) [empecé],0,1,1,0,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E06.txt,(y) [e] hice,1,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E12.txt,(obtuve) [hice] una amiga,1,1,0,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E13.txt,para [toda la] vida,1,1,1,1,1,0
AHJ1_S,./data/processed/exercises/AHJ1_S_E15.txt,(ella) [su] nombre es Damaris,1,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E05.txt,empecé [a] estudiar,0,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E09.txt,jugué desde (hace) [los] quince años,1,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E14.txt,"fui (un) [una] ""au pair"" / como (empleado) [empleada] industrial",1,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E03.txt,desde julio [de] 2022 hasta agosto [de] 2023,1,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E02.txt,(para) [por] un año / (para) [por] cuatro meses,1,1,1,1,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E04.txt,empecé (una práctica) [unas prácticas],0,1,0,0,1,1
AHJ1_S,./data/processed/exercises/AHJ1_S_E01.txt,empecé a estudiar (Business Administration) [Administración de Empresas],1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E04.txt,(biografia) [biografía] / (electronicos) [electrónicos] / (futbol) [fútbol] / (fué) [fue] / (proximos) [próximos] / (tia) [tía] / (dificil) [difícil],1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E03.txt,en (la central) [el centro] de la ciudad de Atenas,1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E15.txt,puedo recordar (muchas) [mucho] sobre mí mismo,1,0,1,1,0,1
GMO1_S,./data/processed/exercises/GMO1_S_E01.txt,sobre (mi) [mí] mismo / porque (el) (él) iba,1,1,0,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E02.txt,por (exemplo) [ejemplo],1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E05.txt,"dos gatos, una naranja y (un) [el otro] negro",1,1,1,0,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E11.txt,la escuela (primera) [primaria],1,1,1,1,1,0
GMO1_S,./data/processed/exercises/GMO1_S_E12.txt,y mi [mejor] amigo (mejor) / la [mejor] persona (mejor),1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E06.txt,no puedo recordar (a) muchas cosas,1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E14.txt,los años (próximos) [siguientes] fueron,1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E13.txt,él iba (en) [a] una escuela diferente / estoy en Pamplona en España (para) [por] 4 meses,0,1,1,0,1,0
GMO1_S,./data/processed/exercises/GMO1_S_E08.txt,(tuve el mejor tiempo del mundo) [pasé el mejor momento de mi vida],1,1,1,1,0,1
GMO1_S,./data/processed/exercises/GMO1_S_E07.txt,"en (este) [ese] momento, era la mejor persona",1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E09.txt,desde (a) los 18,1,1,1,1,1,1
GMO1_S,./data/processed/exercises/GMO1_S_E10.txt,por un (program) [programa de] intercambio,1,1,1,0,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E14.txt,no recuerdo muchas cosas de (edad 1-6) [mis primeros seis años de vida],0,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E02.txt,recuerdo un (familia) viaje [familiar] a Taiwán,1,1,1,0,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E11.txt,(Taiwan) [Taiwán],1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E09.txt,conocí [a] la gente local / conocí [a] mi primera mejor amiga,1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E12.txt,"(después de) 3 años [después], hice otro viaje",1,1,1,1,0,1
CGT1_S,./data/processed/exercises/CGT1_S_E08.txt,"3 años después, (tuve) [hice] otro viaje",0,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E13.txt,fui con compañeros (en) [de] la escuela / el primer año (en) [de] la escuela secundaria,1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E05.txt,"(en) el primer año de la escuela secundaria, fui / (en) el año pasado, enseñé un curso",1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E15.txt,fui (a un) [de] viaje de estudios a Reino Unido,1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E03.txt,conocí a mi primera mejor amiga en (este) [ese] viaje,1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E04.txt,fueron (el mejor tiempo en) [los mejores momentos de] mi vida,1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E06.txt,conocí a la gente local (muy) [tan] amable,1,1,1,1,1,0
CGT1_S,./data/processed/exercises/CGT1_S_E01.txt,soy (un) [una] estudiante de intercambio,1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E07.txt,soy una estudiante de intercambio (a) [en] la Universidad de Navarra,1,1,1,1,1,1
CGT1_S,./data/processed/exercises/CGT1_S_E10.txt,el primer viaje (sin un padre o maestro) [a solas] con mis amigos,1,1,1,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E09.txt,"soy de Canada y (yo) nací en 2002 / no recuerdo mucho de mis primeros años de vida, pero (yo) sé",1,1,1,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E12.txt,pero yo (se) [sé],1,1,1,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E11.txt,(en) [el] 5 de (Enero) [enero],1,1,1,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E10.txt,(uno) [un] año,1,1,1,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E14.txt,conocí [a] mi amiga / adoptamos [a] mis gatos / perdí [a] mis abuelos,1,1,1,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E04.txt,(tambien) [también] / (proximos) [próximos],1,1,0,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E08.txt,"(También, ) [Además, ]",1,1,1,1,0,1
CGS1_S,./data/processed/exercises/CGS1_S_E13.txt,"el año (próximo) [siguiente], conocí / los dos años (próximos) [siguientes] fueron difíciles",1,1,1,1,1,0
CGS1_S,./data/processed/exercises/CGS1_S_E07.txt,conocí a (una) otra amiga,0,0,0,1,0,1
CGS1_S,./data/processed/exercises/CGS1_S_E06.txt,escuela (secundario) [secundaria] / (mucho) [mucha] felicidad,0,1,1,1,1,1
CGS1_S,./data/processed/exercises/CGS1_S_E05.txt,(escuala) [escuela] / (secondaria) [secundaria] / (felizidad) [felicidad] / (differentes) [diferentes] / mi (compleaños) [cumpleaños],1,1,0,1,1,1
