participant_ID,text_file,age,sex,country,background,languages_spoken,level,error,error_type,gram_cat,exercise_type,exercise_format,why_solve,overall_usefulness_score,search,external_source,interference,l1_comparison,l2_comparison,productive_metalinguistic,receptive_explanation,examples,images,focused,productive_retrieval,recall,retrieval,multiple_retrievals,spaced_retrievals,option_comparison,sentence_creation,composition_creation,complete,exercise_score,evaluation_score,understanding,belief,recognition_imm,correction_imm,overall_score_imm,recognition_del,correction_del,overall_score_del,overall_experience_score,time_invested
AHJ1_S,./data/processed/exercises/AHJ1_S_E10.txt,26,F,Germany,Economics,3,Beginner,(deste) [desde] / (jugé) [jugué] / (voleybol) [voleibol] / (quatro) [cuatro],Creation,Preposition / Verb / Noun / Adjective,2H,"Error correction, writing",helpful,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,10,4,1,it raised my error awareness,1,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E08.txt,26,F,Germany,Economics,3,Beginner,(empezé) [empecé],Creation,Verb,2D,"Fill-in-the-blanks, reflection",helpful,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,7.78,3,1,lack of guidance,0,0,1,1,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E06.txt,26,F,Germany,Economics,3,Beginner,(y) [e] hice,Substitution,Conjunctive phrase,3B,Fill-in-the-blanks,helpful,4,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,7.78,3,1,useful for revision,0,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E12.txt,26,F,Germany,Economics,3,Beginner,(obtuve) [hice] una amiga,Substitution,Verb,"3A, 5D",Leave the odd one out,helpful,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.5,4,1,new vocabulary,1,0,1,1,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E13.txt,26,F,Germany,Economics,3,Beginner,para [toda la] vida,Ellipsis,Adverb,"2M, 5E","Translation, writing",helpful,4,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,8.33,4,1,challenging and very useful,0,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E15.txt,26,F,Germany,Economics,3,Beginner,(ella) [su] nombre es Damaris,Substitution,Adjective,"2A, 2M","Vocabulary extraction, translation",helpful,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,3,1,new vocabulary,0,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E05.txt,26,F,Germany,Economics,3,Beginner,empecé [a] estudiar,Government,Preposition,"2K, 2M","Reflection, translation",helpful,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,8,3,1,lack of guidance,0,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E09.txt,26,F,Germany,Economics,3,Beginner,jugué desde (hace) [los] quince años,Government,Preposition,3B,Multiple choice,helpful,4,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,6.67,3,1,useful explanation,0,0,1,1,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E14.txt,26,F,Germany,Economics,3,Beginner,"fui (un) [una] ""au pair"" / como (empleado) [empleada] industrial",Gender,Noun / Noun,"1C, 4A","Table completion, reflection",helpful,4,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,6.25,4,1,useful for revision,1,0,1,1,1,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E03.txt,26,F,Germany,Economics,3,Beginner,desde julio [de] 2022 hasta agosto [de] 2023,Government,Preposition,"2G, 5E","Error correction, writing",helpful,4,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,6.67,3,1,useful,0,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E02.txt,26,F,Germany,Economics,3,Beginner,(para) [por] un año / (para) [por] cuatro meses,Government,Preposition / Preposition,2K,"Reflection, writing",helpful,4,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,10,4,1,challenging and very useful,0,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E04.txt,26,F,Germany,Economics,3,Beginner,empecé (una práctica) [unas prácticas],Number,Noun,5E,Binary choice,helpful,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3.33,2,1,already acquired,0,0,1,0,0,1.33,4,240
AHJ1_S,./data/processed/exercises/AHJ1_S_E01.txt,26,F,Germany,Economics,3,Beginner,empecé a estudiar (Business Administration) [Administración de Empresas],Creation,Noun,2G,Rewriting,helpful,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,1,common mistake,0,0,1,0,0,1.33,4,240
GMO1_S,./data/processed/exercises/GMO1_S_E04.txt,19,M,Greece,International Relations,4,Beginner,(biografia) [biografía] / (electronicos) [electrónicos] / (futbol) [fútbol] / (fué) [fue] / (proximos) [próximos] / (tia) [tía] / (dificil) [difícil],Creation,Noun / Adjective / Noun / Verb / Adjective / Noun / Adjective,5A,Accent placement exercise,to learn from my mistakes,3,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,5,4,1,very useful,0,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E03.txt,19,M,Greece,International Relations,4,Beginner,en (la central) [el centro] de la ciudad de Atenas,Substitution,Noun,"2L, 3B, 5E","Picture-based reflection, matching, writing",to learn from my mistakes,3,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,10,4,1,very useful,0,0,2.67,1,1,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E15.txt,19,M,Greece,International Relations,4,Beginner,puedo recordar (muchas) [mucho] sobre mí mismo,Pronoun,Pronoun,3B,Multiple choice,to learn from my mistakes,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,6,4,1,very useful,1,0,2.67,1,1,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E01.txt,19,M,Greece,International Relations,4,Beginner,sobre (mi) [mí] mismo / porque (el) (él) iba,Substitution,Pronoun / Pronoun,"2L, 2M, 5E","Matching, writing",to learn from my mistakes,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4,4,1,very useful,0,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E02.txt,19,M,Greece,International Relations,4,Beginner,por (exemplo) [ejemplo],Creation,Noun,"2M, 3D","Reflection, instantiation, writing",to learn from my mistakes,3,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,6.36,4,1,very useful,0,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E05.txt,19,M,Greece,International Relations,4,Beginner,"dos gatos, una naranja y (un) [el otro] negro",Determination,Determiner,2F,"Fill-in-the-blanks, reflection",to learn from my mistakes,3,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,7.78,4,1,very useful,1,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E11.txt,19,M,Greece,International Relations,4,Beginner,la escuela (primera) [primaria],Substitution,Adjective,2F,"Fill-in-the-blanks, reflection",to learn from my mistakes,3,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,6.67,4,1,very useful,1,0,2.67,1,1,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E12.txt,19,M,Greece,International Relations,4,Beginner,y mi [mejor] amigo (mejor) / la [mejor] persona (mejor),Order,Adjective / Adjective,5E,Reorder,to learn from my mistakes,3,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,6,4,1,very useful,1,0,2.67,1,1,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E06.txt,19,M,Greece,International Relations,4,Beginner,no puedo recordar (a) muchas cosas,Government,Preposition,3B,Fill-in-the-blanks,to learn from my mistakes,3,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,8.33,4,1,very useful,1,1,2.67,1,1,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E14.txt,19,M,Greece,International Relations,4,Beginner,los años (próximos) [siguientes] fueron,Substitution,Adjective,2K,"Reflection, writing",to learn from my mistakes,3,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,8.75,4,1,very useful,1,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E13.txt,19,M,Greece,International Relations,4,Beginner,él iba (en) [a] una escuela diferente / estoy en Pamplona en España (para) [por] 4 meses,Government,Preposition / Preposition,5E,Multiple choice,to learn from my mistakes,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6.25,4,1,very useful,0,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E08.txt,19,M,Greece,International Relations,4,Beginner,(tuve el mejor tiempo del mundo) [pasé el mejor momento de mi vida],Substitution,Verb,"2M, 5E","Translation, writing",to learn from my mistakes,3,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,8.33,4,1,very useful,0,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E07.txt,19,M,Greece,International Relations,4,Beginner,"en (este) [ese] momento, era la mejor persona",Substitution,Adjective,2G,Rewriting,to learn from my mistakes,3,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,7.14,4,1,very useful,0,0,2.67,1,1,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E09.txt,19,M,Greece,International Relations,4,Beginner,desde (a) los 18,Government,Preposition,3B,Fill-in-the-blanks,to learn from my mistakes,3,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,6.66,4,1,very useful,1,0,2.67,0,0,4,4,120
GMO1_S,./data/processed/exercises/GMO1_S_E10.txt,19,M,Greece,International Relations,4,Beginner,por un (program) [programa de] intercambio,Creation,Noun,"3A, 5D",Leave the odd one out,to learn from my mistakes,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,4,1,very useful,0,0,2.67,0,0,4,4,120
CGT1_S,./data/processed/exercises/CGT1_S_E14.txt,20,F,China,Economics,3,Beginner,no recuerdo muchas cosas de (edad 1-6) [mis primeros seis años de vida],Synthesis,Noun,2G,Rewriting,useful,4,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,8.75,3,1,not relevant,0,0,4,1,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E02.txt,20,F,China,Economics,3,Beginner,recuerdo un (familia) viaje [familiar] a Taiwán,Order,Adjective,"3A, 5D",Leave the odd one out,useful,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.5,4,1,new vocabulary,1,1,4,1,1,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E11.txt,20,F,China,Economics,3,Beginner,(Taiwan) [Taiwán],Creation,Noun,"3B, 2M","Fill-in-the-blanks, translation",useful,4,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,10,4,1,useful for revision,1,1,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E09.txt,20,F,China,Economics,3,Beginner,conocí [a] la gente local / conocí [a] mi primera mejor amiga,Government,Preposition / Preposition,3B,Binary choice,useful,4,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,10,4,1,insightful,1,1,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E12.txt,20,F,China,Economics,3,Beginner,"(después de) 3 años [después], hice otro viaje",Order,Adverb,3B,Fill-in-the-blanks,useful,4,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,10,4,1,useful for revision,0,0,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E08.txt,20,F,China,Economics,3,Beginner,"3 años después, (tuve) [hice] otro viaje",Substitution,Verb,3B,Multiple choice,useful,4,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,8,4,1,insightful,0,0,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E13.txt,20,F,China,Economics,3,Beginner,fui con compañeros (en) [de] la escuela / el primer año (en) [de] la escuela secundaria,Government,Preposition / Preposition,2I,Translation,useful,4,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,8.6,4,1,useful for revision,1,1,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E05.txt,20,F,China,Economics,3,Beginner,"(en) el primer año de la escuela secundaria, fui / (en) el año pasado, enseñé un curso",Government,Preposition / Preposition,2I,Fill-in-the-blanks,useful,4,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,8.33,4,1,useful for revision,1,1,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E15.txt,20,F,China,Economics,3,Beginner,fui (a un) [de] viaje de estudios a Reino Unido,Government,Preposition,"5A, 2I","Classification, sentence combining",useful,4,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,8.75,4,1,new vocabulary,1,1,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E03.txt,20,F,China,Economics,3,Beginner,conocí a mi primera mejor amiga en (este) [ese] viaje,Substitution,Adjective,2G,Rewriting,useful,4,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,10,4,1,common mistake,0,0,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E04.txt,20,F,China,Economics,3,Beginner,fueron (el mejor tiempo en) [los mejores momentos de] mi vida,Substitution,Noun,"2M, 5E","Translation, writing",useful,4,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,6.67,4,1,challenging and very useful,0,0,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E06.txt,20,F,China,Economics,3,Beginner,conocí a la gente local (muy) [tan] amable,Substitution,Adverb,5E,Binary choice,useful,4,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,9,4,1,insightful,0,0,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E01.txt,20,F,China,Economics,3,Beginner,soy (un) [una] estudiante de intercambio,Gender,Noun,"1C, 4A","Table completion, reflection",useful,4,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,8.9,4,1,relevant,0,0,4,1,1,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E07.txt,20,F,China,Economics,3,Beginner,soy una estudiante de intercambio (a) [en] la Universidad de Navarra,Government,Preposition,5E,Multiple choice,useful,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,8.6,4,1,common mistake,0,0,4,0,0,1.67,3,360
CGT1_S,./data/processed/exercises/CGT1_S_E10.txt,20,F,China,Economics,3,Beginner,el primer viaje (sin un padre o maestro) [a solas] con mis amigos,Analysis,Adverb,"2L, 2M, 5E","Matching, writing",useful,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,10,4,1,new vocabulary,0,0,4,0,0,1.67,3,360
CGS1_S,./data/processed/exercises/CGS1_S_E09.txt,22,F,Canada,Economics,2,Beginner,"soy de Canada y (yo) nací en 2002 / no recuerdo mucho de mis primeros años de vida, pero (yo) sé",Pronoun,Pronoun / Pronoun,"2H, 2K, 5E","Error correction, rewriting, reflection",to increase my error awareness and improve my Spanish,3.5,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,5.36,4,1,insightful,0,0,4.33,0,0,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E12.txt,22,F,Canada,Economics,2,Beginner,pero yo (se) [sé],Substitution,Verb,"2L, 2M, 5E","Matching, writing",to increase my error awareness and improve my Spanish,3.5,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,10,4,1,very useful,1,1,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E11.txt,22,F,Canada,Economics,2,Beginner,(en) [el] 5 de (Enero) [enero],Government,Preposition,"2G, 5E","Error correction, writing",to increase my error awareness and improve my Spanish,3.5,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,7.78,3,1,useful explanation,1,0,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E10.txt,22,F,Canada,Economics,2,Beginner,(uno) [un] año,Substitution,Adjective,5E,Reorder,to increase my error awareness and improve my Spanish,3.5,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,9,3,1,insightful,1,0,4.33,0,0,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E14.txt,22,F,Canada,Economics,2,Beginner,conocí [a] mi amiga / adoptamos [a] mis gatos / perdí [a] mis abuelos,Government,Preposition / Preposition / Preposition,3B,Binary choice,to increase my error awareness and improve my Spanish,3.5,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,10,3,1,useful example,1,0,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E04.txt,22,F,Canada,Economics,2,Beginner,(tambien) [también] / (proximos) [próximos],Creation,Adverb / Adjective,5A,Accent placement exercise,to increase my error awareness and improve my Spanish,3.5,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,10,3,1,useful explanation,1,0,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E08.txt,22,F,Canada,Economics,2,Beginner,"(También, ) [Además, ]",Substitution,Adverb,2G,Sentence combining,to increase my error awareness and improve my Spanish,3.5,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,5,4,1,insightful,1,0,4.33,0,0,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E13.txt,22,F,Canada,Economics,2,Beginner,"el año (próximo) [siguiente], conocí / los dos años (próximos) [siguientes] fueron difíciles",Substitution,Adjective / Adjective,2K,"Reflection, writing",to increase my error awareness and improve my Spanish,3.5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,10,4,1,new vocabulary,1,0,4.33,0,0,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E07.txt,22,F,Canada,Economics,2,Beginner,conocí a (una) otra amiga,Determination,Determiner,"2F, 2K","Fill-in-the-blanks, reflection",to increase my error awareness and improve my Spanish,3.5,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,confusing,1,0,4.33,0,0,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E06.txt,22,F,Canada,Economics,2,Beginner,escuela (secundario) [secundaria] / (mucho) [mucha] felicidad,Gender,Noun / Noun,1A,Fill-in-the-blanks,to increase my error awareness and improve my Spanish,3.5,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,10,3,1,too difficult,1,0,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E05.txt,22,F,Canada,Economics,2,Beginner,(escuala) [escuela] / (secondaria) [secundaria] / (felizidad) [felicidad] / (differentes) [diferentes] / mi (compleaños) [cumpleaños],Creation,Noun / Adjective / Noun / Adjective / Noun,2H,"Error correction, writing",to increase my error awareness and improve my Spanish,3.5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,10,4,1,it raised my error awareness,1,0,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E01.txt,22,F,Canada,Economics,2,Beginner,(me da mucha felicidad) [me hace muy feliz],Substitution,Verb,"2M, 5E","Translation, writing",to increase my error awareness and improve my Spanish,3.5,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,9.2,2,1,lack of guidance,0,0,4.33,0,0,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E02.txt,22,F,Canada,Economics,2,Beginner,mis compañeros de (cuaderno) [clase],Substitution,Noun,"2A, 2M","Vocabulary extraction, translation",to increase my error awareness and improve my Spanish,3.5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,3,1,interlinguistic comparisons are very useful,0,0,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E03.txt,22,F,Canada,Economics,2,Beginner,mis compañeros de clase y yo [nos] conocimos,Pronoun,Verb,2K,"Reflection, writing",to increase my error awareness and improve my Spanish,3.5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,10,4,1,new vocabulary,1,0,4.33,1,1,5.67,4,90
CGS1_S,./data/processed/exercises/CGS1_S_E15.txt,22,F,Canada,Economics,2,Beginner,estoy (en) [de] intercambio,Government,Preposition,"3A, 5D",Leave the odd one out,to increase my error awareness and improve my Spanish,3.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10,1,1,lack of guidance,1,0,4.33,1,0,5.67,4,90
FDS1_S,./data/processed/exercises/FDS1_S_E10.txt,20,F,France,Political Science,3,Beginner,(empiecé) [empecé],Creation,Verb,2J,Reflection,it was easy,3,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,10,2,1,already acquired,1,1,5.33,1,1,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E04.txt,20,F,France,Political Science,3,Beginner,(Paris) [París] / (Turquia) [Turquía] / (Africa) [África] / (politica) [política],Creation,Noun / Noun / Noun / Noun,5A,Accent placement exercise,it was easy,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,9.33,4,1,useful for revision,1,1,5.33,1,1,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E06.txt,20,F,France,Political Science,3,Beginner,cuando (fui) [tenía] 8 años / cuando (fui) [tenía] 14 años,Substitution,Verb / Verb,"2M, 5E","Translation, writing",it was easy,3,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,8.33,4,1,challenging and very useful,1,1,5.33,1,1,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E11.txt,20,F,France,Political Science,3,Beginner,me mudé (en) [a] una nueva casa,Government,Preposition,5E,Multiple choice,it was easy,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3.75,4,1,relevant,0,0,5.33,0,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E01.txt,20,F,France,Political Science,3,Beginner,empecé (el) [a hacer] teatro,Specification,Verb,"2K, 2M","Reflection, translation",it was easy,3,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,8.75,3,1,new vocabulary,0,0,5.33,0,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E14.txt,20,F,France,Political Science,3,Beginner,representamos [a] Francia dos veces,Government,Preposition,3B,Fill-in-the-blanks,it was easy,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,7.14,4,1,relevant,0,0,5.33,1,1,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E02.txt,20,F,France,Political Science,3,Beginner,mi (tercero) [tercer] viaje,Substitution,Adjective,5E,Reorder,it was easy,3,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,8,2,1,already acquired,0,0,5.33,1,1,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E08.txt,20,F,France,Political Science,3,Beginner,(sud) [sur],Substitution,Noun,"2A, 2M","Vocabulary extraction, translation",it was easy,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1,1,already acquired,1,1,5.33,1,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E05.txt,20,F,France,Political Science,3,Beginner,(deviní) [me hice] voluntaria,Creation,Verb,5E,Binary choice,it was easy,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,8.57,4,1,relevant,1,1,5.33,0,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E09.txt,20,F,France,Political Science,3,Beginner,voluntaria (por) [para] Greenpeace,Government,Preposition,2K,"Reflection, writing",it was easy,3,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,9,4,1,relevant,0,0,5.33,0,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E07.txt,20,F,France,Political Science,3,Beginner,durante (todo) [toda] la escuela secundaria / durante (esta) [este] año / (un) [una] enfermedad muy (raro) [rara],Gender,Noun / Noun / Noun,1A,Fill-in-the-blanks,it was easy,3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,6,2,1,already acquired,1,1,5.33,1,1,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E12.txt,20,F,France,Political Science,3,Beginner,conocí a mi mejor amiga Sofia durante (esta) [esa] etapa de mi vida,Substitution,Adjective,2G,Rewriting,it was easy,3,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,10,4,1,relevant,1,1,5.33,0,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E03.txt,20,F,France,Political Science,3,Beginner,para estudiar (a) [en] la universidad,Government,Preposition,"3B, 2M","Fill-in-the-blanks, translation",it was easy,3,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,8,2,1,already acquired,0,0,5.33,0,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E15.txt,20,F,France,Political Science,3,Beginner,(ciensia) [ciencia] / (paralisada) [paralizada],Creation,Noun / Adjective,2H,"Error correction, writing",it was easy,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,10,3,1,relevant,1,1,5.33,0,0,4.67,3,90
FDS1_S,./data/processed/exercises/FDS1_S_E13.txt,20,F,France,Political Science,3,Beginner,y (fui) [quedé] paralizada,Substitution,Verb,3I,"Situation matching, writing",it was easy,3,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,6,4,1,relevant,0,0,5.33,1,0,4.67,3,90
CMJ1_S,./data/processed/exercises/CMJ1_S_E06.txt,20,F,China,Language and Literature,3,Beginner,conocí [a] mi mejor amiga,Government,Preposition,3B,Binary choice,to increase my error awareness and improve my Spanish,4,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,10,4,1,new vocabulary,1,1,5.33,0,0,6,4,45
CMJ1_S,./data/processed/exercises/CMJ1_S_E01.txt,20,F,China,Language and Literature,3,Beginner,no (hube) [tenía] muchos deberes,Substitution,Verb,"3A, 5D",Leave the odd one out,to increase my error awareness and improve my Spanish,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.5,3,1,useful,0,0,5.33,1,1,6,4,45
CMJ1_S,./data/processed/exercises/CMJ1_S_E07.txt,20,F,China,Language and Literature,3,Beginner,no tenía muchos deberes ni (hice muchas) [viví grandes] cosas,Substitution,Verb,"2L, 2I","Matching, writing",to increase my error awareness and improve my Spanish,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,10,4,1,new vocabulary,0,0,5.33,0,0,6,4,45
CMJ1_S,./data/processed/exercises/CMJ1_S_E09.txt,20,F,China,Language and Literature,3,Beginner,participé en (alguna) [algunas] competiciones,Number,Noun,2H,Error correction,to increase my error awareness and improve my Spanish,4,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,8.1,3,1,useful for revision,1,1,5.33,1,1,6,4,45
